CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3,AQI,Timestamp
3044.13,12.18,75.4,0.12,13.71,236.27,267.7,49.65,5,2023-01-01 00:00:00
3257.75,18.55,75.4,0.06,17.17,244.63,277.64,58.26,5,2023-01-01 01:00:00
3952.03,44.7,77.46,0.0,22.65,260.9,298.33,69.92,5,2023-01-01 02:00:00
5233.76,97.45,81.57,0.16,28.13,274.04,315.84,79.04,5,2023-01-01 03:00:00
6729.13,159.14,90.48,2.95,34.81,294.27,341.18,89.17,5,2023-01-01 04:00:00
7583.62,182.39,106.93,8.4,39.1,307.59,357.77,96.26,5,2023-01-01 05:00:00
6942.75,146.63,123.38,17.88,35.29,284.37,331.14,82.08,5,2023-01-01 06:00:00
1428.6,9.39,38.73,97.27,25.75,73.85,84.87,13.43,4,2023-01-01 07:00:00
1094.82,5.25,26.05,117.3,27.18,64.65,73.33,9.37,4,2023-01-01 08:00:00
988.01,3.63,22.62,130.18,31.47,66.43,74.47,7.98,4,2023-01-01 09:00:00
2056.12,13.63,62.38,80.82,23.13,112.58,127.78,15.45,5,2023-01-01 10:00:00
3524.78,36.21,102.82,26.46,13.35,182.33,206.75,23.31,5,2023-01-01 11:00:00
4646.3,72.42,116.53,3.08,11.32,229.91,261.02,29.39,5,2023-01-01 12:00:00
6301.88,132.32,128.87,0.0,17.88,276.09,314.54,47.62,5,2023-01-01 13:00:00
8544.92,202.06,156.28,0.0,29.56,340.99,389.45,76.0,5,2023-01-01 14:00:00
11108.4,264.64,186.44,0.0,41.96,424.09,486.02,107.41,5,2023-01-01 15:00:00
13565.06,311.14,216.6,0.0,54.84,506.37,586.64,139.83,5,2023-01-01 16:00:00
14099.12,307.56,227.57,0.0,60.56,540.07,636.84,158.07,5,2023-01-01 17:00:00
12817.38,261.07,211.12,0.0,57.22,511.69,612.94,151.99,5,2023-01-01 18:00:00
10574.34,205.64,178.22,0.0,45.78,444.79,539.49,122.61,5,2023-01-01 19:00:00
8651.73,157.36,149.43,0.0,34.33,385.11,467.85,92.21,5,2023-01-01 20:00:00
7156.37,116.23,126.12,0.0,26.46,346.72,419.4,71.94,5,2023-01-01 21:00:00
6355.29,92.98,116.53,0.0,28.37,330.07,392.29,67.89,5,2023-01-01 22:00:00
6301.88,87.62,117.9,0.0,37.67,340.68,395.71,76.0,5,2023-01-01 23:00:00
6568.91,87.62,124.75,0.0,44.82,357.75,408.8,82.08,5,2023-01-02 00:00:00
6462.1,82.25,124.75,0.0,48.64,362.05,409.38,82.08,5,2023-01-02 01:00:00
6568.91,88.51,119.27,0.0,49.11,368.99,417.86,82.08,5,2023-01-02 02:00:00
7049.56,121.59,111.04,0.11,44.82,370.49,422.91,77.01,5,2023-01-02 03:00:00
6782.53,128.75,97.33,2.86,25.75,336.21,384.63,43.57,5,2023-01-02 04:00:00
6355.29,126.96,91.85,8.85,17.4,311.76,359.2,35.97,5,2023-01-02 05:00:00
5554.2,96.56,97.33,19.13,14.78,285.52,330.86,30.15,5,2023-01-02 06:00:00
1815.8,9.16,44.55,105.86,24.8,140.39,156.95,12.54,5,2023-01-02 07:00:00
1482.01,4.86,31.19,134.47,27.89,141.15,155.44,10.77,5,2023-01-02 08:00:00
1441.96,3.46,28.45,153.06,32.42,151.33,165.27,10.64,5,2023-01-02 09:00:00
2696.99,11.29,75.4,98.71,22.89,217.43,240.12,18.49,5,2023-01-02 10:00:00
4325.87,29.06,127.49,31.47,14.54,304.51,338.1,26.35,5,2023-01-02 11:00:00
5554.2,67.95,143.95,2.95,13.23,352.46,392.74,31.16,5,2023-01-02 12:00:00
7263.18,132.32,152.17,0.01,18.84,394.84,442.66,43.57,5,2023-01-02 13:00:00
8972.17,185.97,167.25,0.0,29.33,451.12,509.91,66.88,5,2023-01-02 14:00:00
10040.28,212.79,178.22,0.0,37.67,510.73,582.12,89.17,5,2023-01-02 15:00:00
11322.02,239.61,191.93,0.0,47.21,582.75,665.17,114.5,5,2023-01-02 16:00:00
12176.51,243.19,202.89,0.0,54.36,633.08,721.7,133.75,5,2023-01-02 17:00:00
11856.08,225.31,200.15,0.0,55.31,633.12,719.47,135.78,5,2023-01-02 18:00:00
10787.96,194.91,191.93,0.0,51.5,587.53,662.44,124.63,5,2023-01-02 19:00:00
9826.66,168.09,183.7,0.0,48.64,545.6,611.11,115.51,5,2023-01-02 20:00:00
9078.98,141.26,175.48,0.0,46.73,514.83,576.53,112.47,5,2023-01-02 21:00:00
7797.24,108.18,159.03,0.0,42.92,467.5,521.81,103.35,5,2023-01-02 22:00:00
6195.07,70.63,135.72,0.0,36.72,412.88,458.28,88.16,5,2023-01-02 23:00:00
4966.74,43.81,113.79,0.0,30.99,374.52,414.51,76.0,5,2023-01-03 00:00:00
4112.24,29.95,97.33,0.02,27.42,344.13,381.23,68.9,5,2023-01-03 01:00:00
4486.08,50.51,90.48,0.0,29.33,346.47,388.67,74.98,5,2023-01-03 02:00:00
6088.26,114.44,94.59,0.08,34.81,384.17,437.86,89.17,5,2023-01-03 03:00:00
8438.11,200.27,109.67,1.79,45.3,451.19,520.86,111.46,5,2023-01-03 04:00:00
9933.47,243.19,128.87,5.9,52.93,499.68,579.6,125.65,5,2023-01-03 05:00:00
9399.41,209.21,149.43,13.05,48.16,475.96,551.69,109.43,5,2023-01-03 06:00:00
2136.23,11.85,53.47,98.71,30.52,167.67,186.67,19.51,5,2023-01-03 07:00:00
1562.12,5.7,33.59,128.75,29.33,145.52,161.02,14.19,5,2023-01-03 08:00:00
1401.9,3.69,27.42,144.48,28.61,141.96,156.29,13.17,5,2023-01-03 09:00:00
1922.61,4.02,41.13,144.48,19.07,200.41,220.49,16.21,5,2023-01-03 10:00:00
2563.48,3.49,63.75,130.18,13.35,270.43,296.74,19.25,5,2023-01-03 11:00:00
3017.43,0.91,87.05,100.14,12.28,301.62,331.02,19.76,5,2023-01-03 12:00:00
3524.78,0.01,108.3,70.81,12.16,323.98,356.0,20.27,5,2023-01-03 13:00:00
3738.4,0.0,113.79,61.51,12.16,344.71,379.46,21.28,5,2023-01-03 14:00:00
3738.4,0.0,104.19,63.66,11.68,358.4,395.18,21.79,5,2023-01-03 15:00:00
3791.81,0.0,101.45,55.79,10.73,365.95,404.66,23.31,5,2023-01-03 16:00:00
3952.03,0.04,108.3,36.84,9.78,375.26,418.32,25.59,5,2023-01-03 17:00:00
3898.62,0.25,111.04,23.6,8.7,368.08,412.79,24.83,5,2023-01-03 18:00:00
3578.19,0.17,98.71,23.25,6.97,343.67,385.57,19.76,5,2023-01-03 19:00:00
3150.94,0.02,81.57,31.11,5.9,311.76,349.94,16.47,5,2023-01-03 20:00:00
2723.69,0.0,65.12,37.19,5.36,270.63,304.98,14.57,5,2023-01-03 21:00:00
2269.74,0.0,49.35,40.77,4.95,219.81,249.33,13.81,5,2023-01-03 22:00:00
1922.61,0.0,39.76,40.41,4.77,180.21,205.43,15.2,5,2023-01-03 23:00:00
1762.39,0.01,37.01,36.48,4.95,152.66,175.04,15.83,5,2023-01-04 00:00:00
1789.09,0.15,43.53,24.68,5.78,134.0,155.88,17.73,5,2023-01-04 01:00:00
2510.07,14.19,63.75,2.15,9.06,143.32,170.99,25.33,5,2023-01-04 02:00:00
4112.24,71.53,72.66,0.19,13.83,173.96,211.65,34.96,5,2023-01-04 03:00:00
5821.23,135.9,81.57,3.08,18.36,211.93,259.93,43.57,5,2023-01-04 04:00:00
6462.1,159.14,87.74,7.96,19.07,227.74,279.98,43.06,5,2023-01-04 05:00:00
5767.82,126.96,98.71,16.45,17.64,210.85,259.39,35.97,5,2023-01-04 06:00:00
1976.01,18.33,56.21,77.96,20.74,98.99,117.32,16.47,5,2023-01-04 07:00:00
1508.71,8.61,40.44,110.15,22.41,102.73,118.48,14.31,5,2023-01-04 08:00:00
1468.66,5.92,36.67,130.18,24.32,115.64,131.45,13.93,5,2023-01-04 09:00:00
2216.34,10.51,63.06,100.14,19.31,150.56,171.1,17.48,5,2023-01-04 10:00:00
3231.05,19.67,101.45,47.92,14.42,193.15,220.0,22.04,5,2023-01-04 11:00:00
4165.65,39.34,128.87,7.6,12.4,216.47,247.58,25.59,5,2023-01-04 12:00:00
6034.85,109.97,131.61,0.01,13.47,252.9,292.1,33.44,5,2023-01-04 13:00:00
7904.05,180.6,132.98,0.0,15.5,308.96,360.74,43.06,5,2023-01-04 14:00:00
8544.92,202.06,135.72,0.0,17.88,360.39,422.82,49.65,5,2023-01-04 15:00:00
8865.36,200.27,139.83,0.0,25.03,402.89,472.58,65.86,5,2023-01-04 16:00:00
8544.92,175.24,146.69,0.0,32.9,415.88,487.14,83.09,5,2023-01-04 17:00:00
7690.43,143.05,146.69,0.0,34.81,392.23,460.44,86.13,5,2023-01-04 18:00:00
6568.91,109.08,141.2,0.0,30.99,339.55,398.31,76.0,5,2023-01-04 19:00:00
5447.39,78.68,134.35,0.0,27.18,296.24,345.66,66.88,5,2023-01-04 20:00:00
4592.9,52.3,124.75,0.0,25.03,265.06,309.33,61.81,5,2023-01-04 21:00:00
3685.0,27.49,112.41,0.05,22.17,231.23,269.43,56.24,5,2023-01-04 22:00:00
3070.83,12.18,101.45,0.44,20.98,210.42,244.46,54.21,5,2023-01-04 23:00:00
2937.32,8.05,97.33,0.73,21.7,209.09,242.78,57.25,5,2023-01-05 00:00:00
3070.83,12.29,95.96,0.42,23.6,211.03,246.17,62.32,5,2023-01-05 01:00:00
4112.24,49.62,95.96,0.01,30.28,238.72,281.29,77.01,5,2023-01-05 02:00:00
6622.31,143.05,105.56,0.1,41.96,297.05,352.15,101.33,5,2023-01-05 03:00:00
10147.09,264.64,124.75,2.06,57.7,389.62,462.42,135.78,5,2023-01-05 04:00:00
12710.57,343.32,154.91,5.99,71.53,474.46,560.37,164.15,5,2023-01-05 05:00:00
12603.76,311.14,194.67,12.87,68.66,492.02,572.33,154.02,5,2023-01-05 06:00:00
2510.07,23.69,76.77,79.39,37.19,128.82,148.08,28.37,5,2023-01-05 07:00:00
1815.8,11.96,54.84,108.72,33.86,112.71,128.75,19.51,5,2023-01-05 08:00:00
1575.47,7.49,45.24,128.75,31.95,114.24,129.49,16.09,5,2023-01-05 09:00:00
2857.21,22.58,89.11,73.67,23.13,161.37,184.69,22.04,5,2023-01-05 10:00:00
4699.71,61.69,130.24,21.1,17.4,231.97,267.43,30.91,5,2023-01-05 11:00:00
6355.29,118.02,152.17,2.68,19.79,287.9,333.51,43.06,5,2023-01-05 12:00:00
8651.73,203.85,180.96,0.01,29.56,349.29,406.24,66.88,5,2023-01-05 13:00:00
10467.53,261.07,205.64,0.0,38.15,411.96,481.0,88.16,5,2023-01-05 14:00:00
10787.96,261.07,216.6,0.0,40.53,457.13,534.4,100.31,5,2023-01-05 15:00:00
10681.15,246.76,211.12,0.0,41.01,488.76,569.55,102.34,5,2023-01-05 16:00:00
10253.91,218.15,194.67,0.0,38.15,491.85,575.16,95.25,5,2023-01-05 17:00:00
8972.17,171.66,168.62,0.0,30.99,452.23,534.3,77.01,5,2023-01-05 18:00:00
7049.56,114.44,145.32,0.0,22.17,372.6,442.35,54.21,5,2023-01-05 19:00:00
5714.42,75.1,131.61,0.0,17.4,319.67,378.64,43.06,5,2023-01-05 20:00:00
4859.92,47.39,123.38,0.0,15.02,294.55,346.55,38.5,5,2023-01-05 21:00:00
4219.06,24.14,113.79,0.04,13.23,279.02,323.68,35.46,5,2023-01-05 22:00:00
3738.4,10.73,102.82,0.33,12.87,268.66,308.75,34.96,5,2023-01-05 23:00:00
3471.37,6.43,91.85,0.76,13.11,257.4,296.02,35.46,5,2023-01-06 00:00:00
3311.16,12.07,79.51,0.3,14.42,238.24,278.97,40.53,5,2023-01-06 01:00:00
4272.46,54.09,77.46,0.0,21.93,254.68,305.06,59.78,5,2023-01-06 02:00:00
6835.94,150.2,93.22,0.05,34.33,313.17,378.89,87.14,5,2023-01-06 03:00:00
10253.91,271.8,116.53,0.68,50.54,405.0,490.37,124.63,5,2023-01-06 04:00:00
12603.76,354.05,137.09,2.28,62.94,484.56,583.07,154.02,5,2023-01-06 05:00:00
12390.14,336.17,152.17,4.83,58.17,482.19,573.32,141.86,5,2023-01-06 06:00:00
2696.99,30.85,82.94,41.84,23.6,127.14,146.76,28.12,5,2023-01-06 07:00:00
1842.5,12.18,60.32,72.96,23.37,114.16,129.85,19.0,5,2023-01-06 08:00:00
1789.09,8.38,57.58,89.41,27.42,134.03,150.77,17.99,5,2023-01-06 09:00:00
2056.12,8.16,63.06,94.41,25.75,172.31,193.14,19.0,5,2023-01-06 10:00:00
2483.37,5.7,82.25,82.25,22.17,217.9,243.77,21.28,5,2023-01-06 11:00:00
2964.02,1.77,112.41,51.5,21.22,251.05,280.3,23.81,5,2023-01-06 12:00:00
5554.2,65.27,165.88,0.97,22.89,313.08,353.45,35.46,5,2023-01-06 13:00:00
8972.17,184.18,171.36,0.0,24.56,413.19,471.39,51.68,5,2023-01-06 14:00:00
11108.4,253.92,168.62,0.0,26.94,524.2,598.04,67.89,5,2023-01-06 15:00:00
12496.95,289.68,167.25,0.0,34.33,619.73,706.92,91.2,5,2023-01-06 16:00:00
14739.99,354.05,180.96,0.0,47.68,718.96,820.27,123.62,5,2023-01-06 17:00:00
17303.47,436.31,202.89,0.0,57.7,783.26,894.61,143.89,5,2023-01-06 18:00:00
17944.34,472.07,208.38,0.0,57.22,757.91,867.95,139.83,5,2023-01-06 19:00:00
16021.73,425.58,191.93,0.0,45.3,677.42,777.8,112.47,5,2023-01-06 20:00:00
12817.38,332.59,160.4,0.0,28.13,572.22,661.05,77.01,5,2023-01-06 21:00:00
8972.17,203.85,124.75,0.0,13.35,448.72,521.39,44.58,5,2023-01-06 22:00:00
6301.88,114.44,104.19,0.0,8.7,371.64,430.34,33.44,5,2023-01-06 23:00:00
5073.55,70.63,95.96,0.0,7.87,342.01,391.31,30.15,5,2023-01-07 00:00:00
4539.49,50.07,91.85,0.0,9.06,332.12,376.82,31.66,5,2023-01-07 01:00:00
4859.92,58.11,91.85,0.0,13.11,351.37,398.81,40.53,5,2023-01-07 02:00:00
6034.85,98.35,97.33,0.09,18.6,393.3,447.61,51.17,5,2023-01-07 03:00:00
7583.62,153.78,105.56,1.45,25.51,449.92,513.43,64.85,5,2023-01-07 04:00:00
8438.11,180.6,111.04,4.83,27.66,487.08,557.16,68.9,5,2023-01-07 05:00:00
8010.86,153.78,122.01,11.18,20.98,490.14,555.13,51.68,5,2023-01-07 06:00:00
3070.83,12.96,68.55,69.38,14.42,289.38,313.65,19.51,5,2023-01-07 07:00:00
2243.04,5.09,43.53,103.0,13.71,236.08,254.2,15.2,5,2023-01-07 08:00:00
2002.72,3.07,35.99,118.73,12.64,210.06,226.19,13.3,5,2023-01-07 09:00:00
2376.56,2.43,47.3,114.44,10.25,240.1,259.14,14.19,5,2023-01-07 10:00:00
2857.21,1.51,62.38,100.14,8.82,289.69,311.98,15.2,5,2023-01-07 11:00:00
3257.75,0.37,74.71,80.11,8.11,324.6,348.93,15.33,5,2023-01-07 12:00:00
4646.3,14.53,123.38,14.13,8.46,375.72,403.37,19.51,5,2023-01-07 13:00:00
6355.29,76.0,122.01,0.0,9.66,439.9,474.42,27.11,5,2023-01-07 14:00:00
7690.43,123.38,116.53,0.0,10.97,497.33,540.75,32.17,5,2023-01-07 15:00:00
8544.92,159.14,116.53,0.0,11.68,533.21,587.38,35.97,5,2023-01-07 16:00:00
8224.49,146.63,111.04,0.0,10.73,521.59,581.26,37.49,5,2023-01-07 17:00:00
6782.53,101.92,101.45,0.0,8.58,452.65,508.64,32.93,5,2023-01-07 18:00:00
5180.36,61.69,93.22,0.0,6.14,365.83,411.26,24.07,5,2023-01-07 19:00:00
4272.46,40.68,85.68,0.0,5.19,304.83,343.41,20.52,5,2023-01-07 20:00:00
3685.0,28.16,78.14,0.01,5.3,266.29,302.67,21.03,5,2023-01-07 21:00:00
3150.94,17.21,69.92,0.12,5.42,230.02,265.22,21.79,5,2023-01-07 22:00:00
2670.29,8.38,61.01,0.58,5.07,201.98,234.32,21.03,5,2023-01-07 23:00:00
2429.96,4.92,53.47,1.16,4.83,188.88,219.17,20.27,5,2023-01-08 00:00:00
2403.26,8.49,47.98,0.51,5.36,182.6,212.85,21.53,5,2023-01-08 01:00:00
2990.72,32.63,47.3,0.02,8.7,196.88,231.52,29.13,5,2023-01-08 02:00:00
4219.06,82.25,51.41,0.05,13.71,227.8,269.03,39.52,5,2023-01-08 03:00:00
5661.01,137.69,57.58,0.48,18.12,271.25,320.54,49.14,5,2023-01-08 04:00:00
6782.53,175.24,62.38,1.25,16.45,310.54,366.92,47.62,5,2023-01-08 05:00:00
7049.56,180.6,67.86,2.28,13.23,318.57,374.04,39.01,5,2023-01-08 06:00:00
3738.4,58.11,67.17,9.92,10.97,188.45,218.0,23.81,5,2023-01-08 07:00:00
2990.72,35.76,67.17,17.17,10.73,152.99,178.25,20.01,5,2023-01-08 08:00:00
2723.69,29.5,67.17,19.85,11.09,126.39,149.16,18.24,5,2023-01-08 09:00:00
2750.4,33.53,69.23,11.44,9.66,110.56,132.96,17.48,5,2023-01-08 10:00:00
3124.24,50.51,69.92,2.84,8.46,109.32,132.8,18.75,5,2023-01-08 11:00:00
3631.59,76.0,70.6,0.32,8.34,110.14,133.6,18.24,5,2023-01-08 12:00:00
5607.6,159.14,76.09,0.0,10.01,140.76,170.96,21.28,5,2023-01-08 13:00:00
7370.0,232.46,80.88,0.0,12.52,180.9,220.42,27.61,5,2023-01-08 14:00:00
7690.43,236.03,83.63,0.0,16.21,208.45,254.52,40.02,5,2023-01-08 15:00:00
7583.62,221.73,85.68,0.0,20.74,229.97,277.92,54.72,5,2023-01-08 16:00:00
7263.18,203.85,83.63,0.0,22.17,240.84,290.17,59.28,5,2023-01-08 17:00:00
6568.91,173.45,80.2,0.0,19.79,227.65,277.91,53.7,5,2023-01-08 18:00:00
5500.79,135.9,72.66,0.0,13.35,194.51,242.0,38.0,5,2023-01-08 19:00:00
4486.08,100.14,63.75,0.0,7.39,167.91,211.24,19.51,5,2023-01-08 20:00:00
3631.59,67.95,56.89,0.0,4.77,146.23,183.96,11.02,5,2023-01-08 21:00:00
2510.07,29.5,51.41,0.01,3.87,107.51,133.09,8.36,5,2023-01-08 22:00:00
1922.61,12.63,44.55,0.11,3.46,88.26,109.88,6.9,5,2023-01-08 23:00:00
1708.98,7.71,39.41,0.39,3.52,82.41,102.89,6.52,5,2023-01-09 00:00:00
1735.69,9.61,37.7,0.35,4.11,81.9,103.08,7.16,5,2023-01-09 01:00:00
2269.74,28.39,39.41,0.03,5.96,95.25,120.35,9.75,5,2023-01-09 02:00:00
3204.35,67.06,43.53,0.04,7.63,110.0,139.04,11.78,5,2023-01-09 03:00:00
3952.03,97.45,47.3,0.72,8.7,117.98,148.69,13.3,5,2023-01-09 04:00:00
3845.21,96.56,48.67,2.55,8.94,110.72,141.46,15.58,5,2023-01-09 05:00:00
3017.43,67.06,47.98,6.26,8.46,85.85,112.2,15.58,5,2023-01-09 06:00:00
1295.09,12.74,35.3,31.47,10.01,33.59,45.42,7.79,3,2023-01-09 07:00:00
1134.87,8.05,30.5,44.35,11.56,30.38,41.42,7.66,3,2023-01-09 08:00:00
1121.52,7.26,30.85,50.78,14.54,30.64,41.61,8.23,3,2023-01-09 09:00:00
1455.31,12.29,40.44,43.99,12.28,39.05,51.99,10.89,3,2023-01-09 10:00:00
2029.42,18.33,61.01,20.38,9.78,56.2,73.09,14.57,4,2023-01-09 11:00:00
2696.99,32.19,77.46,2.95,9.78,76.11,97.59,17.23,5,2023-01-09 12:00:00
4219.06,88.51,80.2,0.01,10.85,116.35,146.3,20.77,5,2023-01-09 13:00:00
5714.42,143.05,81.57,0.0,11.56,173.41,215.73,22.04,5,2023-01-09 14:00:00
6195.07,153.78,81.57,0.0,11.32,222.15,274.75,20.27,5,2023-01-09 15:00:00
6408.69,150.2,80.2,0.0,10.85,261.09,320.21,18.75,5,2023-01-09 16:00:00
6248.47,139.47,77.46,0.0,10.61,279.13,341.94,19.25,5,2023-01-09 17:00:00
5714.42,121.59,72.66,0.0,9.54,267.44,329.28,17.99,5,2023-01-09 18:00:00
4753.11,93.88,68.55,0.0,7.33,227.34,280.85,13.3,5,2023-01-09 19:00:00
3845.21,66.16,63.75,0.0,5.78,193.71,238.51,10.39,5,2023-01-09 20:00:00
3231.05,44.7,58.95,0.0,5.13,174.09,212.94,9.37,5,2023-01-09 21:00:00
2670.29,23.02,55.52,0.05,4.77,154.86,188.17,8.74,5,2023-01-09 22:00:00
2296.45,8.83,52.78,0.51,4.53,139.65,169.5,8.36,5,2023-01-09 23:00:00
2136.23,4.47,49.35,1.37,4.53,132.4,160.17,8.23,5,2023-01-10 00:00:00
2243.04,8.94,47.98,0.55,5.25,134.02,162.34,9.88,5,2023-01-10 01:00:00
3177.64,41.13,50.04,0.01,9.06,163.74,199.55,18.75,5,2023-01-10 02:00:00
5020.14,109.97,58.26,0.05,15.02,210.81,257.2,31.66,5,2023-01-10 03:00:00
6942.75,184.18,68.55,0.89,19.55,258.73,316.26,40.02,5,2023-01-10 04:00:00
7263.18,194.91,73.34,3.44,15.74,260.76,318.59,34.96,5,2023-01-10 05:00:00
5607.6,132.32,76.77,8.76,12.64,201.18,246.2,29.39,5,2023-01-10 06:00:00
1335.14,10.39,35.64,57.22,15.26,50.98,63.91,10.13,4,2023-01-10 07:00:00
1094.82,6.15,24.68,82.97,16.45,44.46,54.42,8.49,3,2023-01-10 08:00:00
1081.47,4.86,23.99,98.71,19.79,46.03,55.03,7.66,3,2023-01-10 09:00:00
1522.06,7.71,43.53,84.4,16.45,66.91,79.43,11.15,4,2023-01-10 10:00:00
2109.53,9.83,71.97,53.64,11.44,93.84,111.05,15.33,5,2023-01-10 11:00:00
2563.48,9.16,101.45,15.38,9.66,108.07,128.37,17.48,5,2023-01-10 12:00:00
3364.56,34.42,108.3,0.15,9.54,129.63,154.83,20.01,5,2023-01-10 13:00:00
4165.65,60.8,104.19,0.0,10.01,162.06,194.37,22.8,5,2023-01-10 14:00:00
4486.08,67.95,101.45,0.0,10.13,195.01,233.89,23.56,5,2023-01-10 15:00:00
4646.3,67.06,98.71,0.0,10.01,221.57,264.62,23.05,5,2023-01-10 16:00:00
4699.71,65.27,94.59,0.0,9.89,237.99,283.25,23.56,5,2023-01-10 17:00:00
4539.49,60.8,89.11,0.0,8.94,235.87,279.59,21.79,5,2023-01-10 18:00:00
4005.43,47.83,83.63,0.0,6.97,213.43,251.57,17.48,5,2023-01-10 19:00:00
3471.37,33.53,76.77,0.0,5.72,196.55,230.22,16.72,5,2023-01-10 20:00:00
3097.53,20.34,69.23,0.05,5.36,188.6,220.03,17.99,5,2023-01-10 21:00:00
2723.69,8.83,62.38,0.7,5.36,180.52,210.2,18.75,5,2023-01-10 22:00:00
2429.96,2.1,54.15,4.16,5.36,170.61,197.97,18.49,5,2023-01-10 23:00:00
2243.04,0.59,45.93,9.75,5.66,161.52,186.37,17.23,5,2023-01-11 00:00:00
2323.15,1.3,50.72,8.05,6.97,160.87,184.24,16.47,5,2023-01-11 01:00:00
3177.64,22.58,65.12,0.28,10.25,190.55,218.6,21.28,5,2023-01-11 02:00:00
4592.9,72.42,74.71,0.03,14.42,228.68,262.11,25.84,5,2023-01-11 03:00:00
5287.17,96.56,83.63,0.35,19.07,242.18,276.43,26.6,5,2023-01-11 04:00:00
5874.63,111.76,86.37,0.88,22.65,265.75,301.99,24.32,5,2023-01-11 05:00:00
5767.82,103.71,87.74,1.56,24.32,271.21,304.27,17.73,5,2023-01-11 06:00:00
2910.61,20.56,80.88,11.0,30.99,147.62,162.06,6.71,5,2023-01-11 07:00:00
2269.74,6.2,63.06,28.25,21.7,109.73,119.68,4.62,5,2023-01-11 08:00:00
2243.04,3.86,53.47,36.48,13.83,106.82,115.04,3.8,5,2023-01-11 09:00:00
2216.34,2.43,52.09,32.19,11.09,109.99,116.53,3.17,5,2023-01-11 10:00:00
1922.61,0.91,48.67,30.76,10.13,90.41,95.54,2.79,5,2023-01-11 11:00:00
1522.06,0.19,44.55,33.97,8.7,61.3,65.45,2.66,4,2023-01-11 12:00:00
1228.33,0.04,40.78,40.05,7.63,38.6,42.54,2.85,3,2023-01-11 13:00:00
1041.41,0.01,34.62,47.21,7.39,31.93,36.34,3.26,3,2023-01-11 14:00:00
961.3,0.0,28.79,55.07,7.33,33.58,38.63,3.55,3,2023-01-11 15:00:00
1094.82,0.01,31.53,50.78,6.44,42.55,50.13,4.5,3,2023-01-11 16:00:00
1401.9,0.05,42.16,35.76,6.44,57.58,69.99,6.08,4,2023-01-11 17:00:00
1655.58,0.32,52.09,21.82,6.79,67.8,83.3,6.9,4,2023-01-11 18:00:00
1735.69,0.77,56.21,13.41,6.26,69.96,86.05,6.4,4,2023-01-11 19:00:00
1708.98,0.59,53.47,12.52,5.66,71.76,87.98,6.21,4,2023-01-11 20:00:00
1642.23,0.25,47.3,16.09,5.6,74.21,90.27,6.84,4,2023-01-11 21:00:00
1762.39,0.42,47.3,12.34,5.9,83.75,100.29,8.61,5,2023-01-11 22:00:00
2002.72,1.56,52.09,4.56,6.97,100.67,119.09,12.29,5,2023-01-11 23:00:00
2269.74,5.64,54.84,1.03,9.3,116.89,136.53,17.99,5,2023-01-12 00:00:00
2750.4,18.78,57.58,0.08,12.04,138.07,160.58,25.33,5,2023-01-12 01:00:00
4272.46,70.63,59.63,0.0,12.99,197.74,230.8,25.08,5,2023-01-12 02:00:00
6782.53,157.36,65.12,0.04,13.47,273.66,320.72,20.77,5,2023-01-12 03:00:00
4646.3,97.45,66.49,2.01,11.56,165.5,195.78,13.68,5,2023-01-12 04:00:00
4165.65,84.04,63.75,6.53,10.61,144.17,175.78,13.05,5,2023-01-12 05:00:00
3631.59,62.58,60.32,12.87,10.73,132.6,163.31,12.79,5,2023-01-12 06:00:00
1241.68,6.26,31.19,63.66,18.12,57.97,66.54,4.5,4,2023-01-12 07:00:00
988.01,2.24,23.31,74.39,17.88,53.37,59.08,3.8,4,2023-01-12 08:00:00
1028.06,0.95,27.42,70.1,18.36,59.45,64.98,4.18,4,2023-01-12 09:00:00
1468.66,1.29,51.41,40.77,18.36,73.31,80.72,6.4,4,2023-01-12 10:00:00
2243.04,11.96,78.83,7.6,17.64,92.12,102.89,9.12,5,2023-01-12 11:00:00
3177.64,45.15,84.31,0.54,17.88,109.13,122.75,11.27,5,2023-01-12 12:00:00
3898.62,72.42,85.0,0.0,17.88,115.62,130.11,11.02,5,2023-01-12 13:00:00
3524.78,54.09,79.51,0.0,15.26,104.19,117.16,8.23,5,2023-01-12 14:00:00
2323.15,11.4,70.6,6.97,13.83,77.37,87.61,5.89,5,2023-01-12 15:00:00
1562.12,0.07,45.93,34.69,11.56,53.6,62.34,5.19,4,2023-01-12 16:00:00
1535.42,0.07,42.84,34.33,9.89,51.21,61.56,5.7,4,2023-01-12 17:00:00
1602.17,0.17,45.24,27.54,9.06,50.51,61.94,5.64,4,2023-01-12 18:00:00
1508.71,0.15,43.87,25.03,7.21,43.0,53.43,4.31,3,2023-01-12 19:00:00
1255.04,0.03,35.3,31.83,5.72,34.38,43.47,3.55,3,2023-01-12 20:00:00
961.3,0.0,24.68,44.35,4.89,26.67,34.1,3.29,3,2023-01-12 21:00:00
761.03,0.0,17.48,55.07,4.53,22.46,28.65,3.2,2,2023-01-12 22:00:00
774.38,0.0,16.79,54.36,4.35,25.93,32.56,3.67,3,2023-01-12 23:00:00
881.2,0.0,20.22,48.64,4.77,32.16,39.63,4.56,3,2023-01-13 00:00:00
1081.47,0.03,29.13,38.27,6.02,39.68,48.2,5.57,3,2023-01-13 01:00:00
