CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3,AQI,Timestamp
8865.36,200.27,109.67,0.0,16.69,357.53,450.83,47.12,5,2022-02-04 19:00:00
6408.69,126.96,102.82,0.0,13.83,277.11,354.57,47.12,5,2022-02-04 20:00:00
4486.08,67.06,97.33,0.0,12.64,226.47,289.96,50.16,5,2022-02-04 21:00:00
3311.16,28.39,91.85,0.05,13.71,200.47,250.93,48.13,5,2022-02-04 22:00:00
2670.29,9.72,80.88,0.75,15.14,189.08,230.24,46.61,5,2022-02-04 23:00:00
2376.56,3.19,69.23,3.0,16.21,185.63,220.28,48.13,5,2022-02-05 00:00:00
2403.26,3.97,64.43,3.08,17.17,192.09,224.88,51.17,5,2022-02-05 01:00:00
3364.56,36.21,64.43,0.06,17.4,227.13,264.59,51.17,5,2022-02-05 02:00:00
5287.17,112.65,65.8,0.22,17.88,277.17,322.08,49.65,5,2022-02-05 03:00:00
7156.37,189.54,70.6,2.21,16.69,319.05,370.95,47.62,5,2022-02-05 04:00:00
7476.81,198.48,79.51,6.26,14.78,324.43,375.88,54.21,5,2022-02-05 05:00:00
6141.66,137.69,94.59,16.09,14.07,293.74,337.27,56.74,5,2022-02-05 06:00:00
1014.71,3.55,19.02,133.04,27.42,93.44,100.44,8.61,5,2022-02-05 07:00:00
807.76,1.84,11.14,150.2,19.79,81.86,87.46,7.22,5,2022-02-05 08:00:00
787.73,1.41,9.94,161.65,17.17,83.94,89.52,7.41,5,2022-02-05 09:00:00
1121.52,2.82,22.28,150.2,12.4,104.4,112.0,12.54,5,2022-02-05 10:00:00
1588.82,4.14,42.16,124.45,10.37,131.82,142.19,18.75,5,2022-02-05 11:00:00
2082.82,2.96,70.6,91.55,10.73,153.72,166.54,23.05,5,2022-02-05 12:00:00
3845.21,28.39,132.98,9.39,10.73,192.98,212.53,34.96,5,2022-02-05 13:00:00
5928.04,101.03,131.61,0.0,10.85,244.09,272.49,40.53,5,2022-02-05 14:00:00
7156.37,141.26,127.49,0.0,11.21,288.9,324.79,35.97,5,2022-02-05 15:00:00
8224.49,164.51,132.98,0.0,16.69,327.22,370.62,52.18,5,2022-02-05 16:00:00
8758.54,168.09,142.57,0.0,26.23,356.19,408.48,91.2,5,2022-02-05 17:00:00
8758.54,162.72,148.06,0.0,32.42,365.18,423.55,122.61,5,2022-02-05 18:00:00
8651.73,159.14,149.43,0.0,34.81,360.07,419.4,147.94,5,2022-02-05 19:00:00
8438.11,153.78,149.43,0.0,36.72,351.4,409.36,172.26,5,2022-02-05 20:00:00
8224.49,146.63,149.43,0.0,38.62,353.88,410.94,196.58,5,2022-02-05 21:00:00
8224.49,141.26,152.17,0.0,41.01,366.03,419.89,220.89,5,2022-02-05 22:00:00
8010.86,134.11,150.8,0.0,42.92,371.0,420.27,237.11,5,2022-02-05 23:00:00
7476.81,118.02,143.95,0.0,41.96,358.32,403.93,237.11,5,2022-02-06 00:00:00
6355.29,91.2,131.61,0.0,37.67,320.57,362.51,210.76,5,2022-02-06 01:00:00
6408.69,101.92,124.75,0.0,39.1,317.02,361.3,196.58,5,2022-02-06 02:00:00
8117.68,173.45,127.49,0.14,46.73,362.97,415.64,204.68,5,2022-02-06 03:00:00
8010.86,177.03,117.9,1.18,33.86,353.65,407.22,124.63,5,2022-02-06 04:00:00
7690.43,160.93,106.93,2.48,21.7,343.32,394.54,68.9,5,2022-02-06 05:00:00
7263.18,141.26,105.56,3.35,17.64,343.49,389.6,54.21,5,2022-02-06 06:00:00
1642.23,2.57,56.89,85.12,52.45,145.19,154.61,7.85,5,2022-02-06 07:00:00
1174.93,2.24,33.93,114.44,41.96,118.58,125.16,5.07,5,2022-02-06 08:00:00
1134.87,2.51,29.47,124.45,45.78,119.05,125.51,5.32,5,2022-02-06 09:00:00
1842.5,7.1,61.69,82.97,38.62,137.43,147.13,13.81,5,2022-02-06 10:00:00
3284.45,26.38,109.67,20.92,29.33,169.61,184.59,25.08,5,2022-02-06 11:00:00
5073.55,79.57,131.61,1.99,27.89,202.32,221.66,32.93,5,2022-02-06 12:00:00
6675.72,126.96,150.8,0.06,34.33,223.69,245.06,32.42,5,2022-02-06 13:00:00
6729.13,119.81,154.91,0.0,33.38,223.36,244.62,24.57,5,2022-02-06 14:00:00
5500.79,76.0,137.09,0.0,24.8,199.92,219.62,16.97,5,2022-02-06 15:00:00
3124.24,9.39,106.93,3.26,13.47,147.3,162.91,11.4,5,2022-02-06 16:00:00
2349.85,0.42,74.03,17.52,8.46,138.49,155.7,10.77,5,2022-02-06 17:00:00
2056.12,0.09,57.58,27.54,6.44,140.66,158.35,10.13,5,2022-02-06 18:00:00
1668.93,0.01,41.81,41.84,4.59,131.38,146.16,9.12,5,2022-02-06 19:00:00
1388.55,0.0,31.19,52.21,4.35,115.29,126.67,9.37,5,2022-02-06 20:00:00
1214.98,0.0,25.36,55.79,4.65,98.47,107.81,9.75,5,2022-02-06 21:00:00
1321.79,0.01,29.82,42.56,4.59,98.04,109.46,12.92,5,2022-02-06 22:00:00
1615.52,0.08,39.41,23.6,5.3,112.17,128.61,19.76,5,2022-02-06 23:00:00
1949.31,1.19,50.72,8.23,7.33,128.71,150.3,33.44,5,2022-02-07 00:00:00
2429.96,12.52,57.58,0.42,9.89,146.69,174.62,49.65,5,2022-02-07 01:00:00
3738.4,59.9,56.89,0.0,10.97,189.26,226.78,42.56,5,2022-02-07 02:00:00
5714.42,137.69,60.32,0.17,11.21,237.8,281.84,29.64,5,2022-02-07 03:00:00
4913.33,116.23,61.01,3.13,10.37,192.7,226.05,24.32,5,2022-02-07 04:00:00
4753.11,109.97,63.75,8.85,11.21,183.64,216.5,29.13,5,2022-02-07 05:00:00
4219.06,84.04,71.97,19.49,12.16,175.49,206.47,31.16,5,2022-02-07 06:00:00
1028.06,7.6,30.5,103.0,53.41,55.1,62.43,7.54,5,2022-02-07 07:00:00
867.84,5.03,25.02,118.73,46.73,50.73,57.03,6.52,5,2022-02-07 08:00:00
907.9,4.47,27.42,125.89,49.59,56.61,63.28,7.09,5,2022-02-07 09:00:00
1668.93,10.62,56.21,91.55,33.38,82.31,93.69,17.23,5,2022-02-07 10:00:00
2616.88,21.9,89.11,46.49,18.36,106.73,122.95,26.85,5,2022-02-07 11:00:00
3417.97,41.57,109.67,11.8,14.19,115.69,134.5,31.66,5,2022-02-07 12:00:00
4592.9,88.51,111.04,0.4,14.07,131.33,155.14,39.01,5,2022-02-07 13:00:00
5500.79,126.96,101.45,0.0,13.95,155.53,186.9,42.05,5,2022-02-07 14:00:00
5714.42,137.69,93.22,0.0,12.76,178.53,217.39,35.97,5,2022-02-07 15:00:00
5874.63,141.26,90.48,0.0,11.56,202.66,248.01,30.15,5,2022-02-07 16:00:00
5714.42,132.32,85.68,0.0,10.61,212.13,261.65,28.88,5,2022-02-07 17:00:00
5126.95,112.65,80.88,0.0,8.94,200.42,248.99,27.11,5,2022-02-07 18:00:00
4325.87,84.94,78.14,0.0,6.68,170.07,211.65,22.29,5,2022-02-07 19:00:00
3578.19,58.11,75.4,0.0,5.42,145.96,180.54,19.0,5,2022-02-07 20:00:00
2990.72,34.87,70.6,0.01,4.89,132.35,162.49,17.48,5,2022-02-07 21:00:00
2456.67,14.75,66.49,0.25,4.65,120.92,147.29,16.47,5,2022-02-07 22:00:00
2136.23,4.19,61.01,1.86,4.65,115.44,139.43,16.97,5,2022-02-07 23:00:00
2002.72,2.29,55.52,3.4,4.95,114.08,136.85,17.73,5,2022-02-08 00:00:00
2082.82,5.53,54.84,1.54,5.66,114.15,137.35,19.76,5,2022-02-08 01:00:00
2696.99,26.6,58.26,0.06,7.99,127.49,154.17,24.07,5,2022-02-08 02:00:00
3791.81,70.63,64.43,0.66,10.37,146.71,177.11,27.36,5,2022-02-08 03:00:00
4486.08,101.92,64.43,5.36,11.92,157.07,189.08,29.64,5,2022-02-08 04:00:00
4539.49,99.24,69.23,13.05,12.28,163.01,195.47,33.94,5,2022-02-08 05:00:00
4112.24,72.42,81.57,28.97,12.52,165.57,197.1,34.45,5,2022-02-08 06:00:00
1214.98,8.72,33.59,101.57,49.11,61.27,71.33,12.54,5,2022-02-08 07:00:00
934.6,5.09,23.99,124.45,48.64,57.8,66.05,9.88,5,2022-02-08 08:00:00
894.55,3.63,21.59,143.05,42.92,65.0,73.16,9.37,5,2022-02-08 09:00:00
2323.15,17.66,78.14,70.81,25.51,103.09,118.02,24.07,5,2022-02-08 10:00:00
4379.27,69.74,113.79,11.8,16.21,151.22,175.09,40.02,5,2022-02-08 11:00:00
6462.1,157.36,115.16,1.24,16.45,189.7,221.38,53.7,5,2022-02-08 12:00:00
9719.85,289.68,128.87,0.05,24.56,249.29,290.35,78.02,5,2022-02-08 13:00:00
13244.63,414.85,148.06,0.0,33.38,328.6,382.35,105.38,5,2022-02-08 14:00:00
15380.86,479.22,164.51,0.0,40.05,404.44,470.9,127.67,5,2022-02-08 15:00:00
16448.97,500.68,180.96,0.0,45.3,476.26,557.75,151.99,5,2022-02-08 16:00:00
16448.97,479.22,189.19,0.0,50.07,526.21,624.62,176.31,5,2022-02-08 17:00:00
15380.86,432.73,180.96,0.0,49.59,523.85,632.62,188.47,5,2022-02-08 18:00:00
13351.44,368.36,163.14,0.0,42.92,472.94,570.46,162.12,5,2022-02-08 19:00:00
11108.4,296.83,139.83,0.0,29.33,397.42,470.47,105.38,5,2022-02-08 20:00:00
8651.73,214.58,115.16,0.0,16.45,316.62,368.42,52.18,5,2022-02-08 21:00:00
6568.91,141.26,98.71,0.0,10.25,250.09,286.78,27.36,5,2022-02-08 22:00:00
5126.95,94.77,83.63,0.0,10.37,205.01,234.84,30.4,5,2022-02-08 23:00:00
4058.84,65.27,68.55,0.0,12.76,170.63,197.86,42.56,5,2022-02-09 00:00:00
3337.86,50.07,56.89,0.0,15.26,141.07,169.0,57.76,5,2022-02-09 01:00:00
4272.46,88.51,56.21,0.0,19.07,165.16,201.75,70.93,5,2022-02-09 02:00:00
7476.81,207.42,68.55,0.23,22.89,242.45,293.07,76.0,5,2022-02-09 03:00:00
11001.59,343.32,82.94,1.9,21.7,321.93,384.24,71.94,5,2022-02-09 04:00:00
12069.7,379.09,100.08,4.65,17.64,347.69,410.08,63.84,5,2022-02-09 05:00:00
9078.98,253.92,111.04,11.0,13.71,275.31,326.48,49.65,5,2022-02-09 06:00:00
934.6,5.92,24.33,111.58,27.18,33.64,41.25,7.47,4,2022-02-09 07:00:00
714.3,2.91,14.22,127.32,19.31,26.27,32.09,6.33,4,2022-02-09 08:00:00
687.6,2.15,12.68,135.9,18.12,27.44,33.21,5.95,4,2022-02-09 09:00:00
867.84,2.85,19.54,133.04,15.02,40.03,47.33,8.87,4,2022-02-09 10:00:00
1134.87,3.49,30.85,124.45,13.11,59.62,69.45,12.79,5,2022-02-09 11:00:00
1415.25,2.49,47.3,110.15,12.87,79.23,91.75,15.96,5,2022-02-09 12:00:00
2056.12,0.38,86.37,63.66,12.16,99.9,116.19,22.29,5,2022-02-09 13:00:00
2643.59,0.66,116.53,21.64,11.32,122.17,143.63,29.39,5,2022-02-09 14:00:00
2857.21,2.04,119.27,9.57,10.61,137.07,162.53,32.42,5,2022-02-09 15:00:00
3177.64,6.76,120.64,3.08,10.25,153.53,183.63,34.45,5,2022-02-09 16:00:00
3578.19,17.88,116.53,0.17,10.25,174.96,211.05,38.5,5,2022-02-09 17:00:00
3791.81,25.03,111.04,0.03,9.78,179.71,219.27,40.02,5,2022-02-09 18:00:00
3578.19,25.48,102.82,0.02,8.23,165.71,204.08,37.49,5,2022-02-09 19:00:00
3257.75,19.45,93.22,0.07,7.09,150.44,186.6,37.49,5,2022-02-09 20:00:00
2883.91,11.96,81.57,0.31,6.91,139.46,175.3,40.53,5,2022-02-09 21:00:00
2429.96,5.42,69.92,1.54,6.79,126.74,159.9,42.05,5,2022-02-09 22:00:00
2082.82,1.68,59.63,4.96,6.38,115.7,145.31,41.04,5,2022-02-09 23:00:00
1895.9,1.01,53.47,7.6,6.14,109.7,136.13,39.52,5,2022-02-10 00:00:00
2002.72,3.69,55.52,3.89,6.74,109.5,135.47,40.02,5,2022-02-10 01:00:00
3070.83,38.89,61.69,0.05,10.37,137.36,170.72,49.14,5,2022-02-10 02:00:00
5340.58,121.59,72.66,0.51,15.97,183.76,228.7,62.82,5,2022-02-10 03:00:00
7690.43,214.58,84.31,3.35,19.55,230.26,285.82,69.92,5,2022-02-10 04:00:00
8010.86,221.73,93.22,7.69,18.12,232.19,288.08,60.29,5,2022-02-10 05:00:00
6088.26,146.63,97.33,16.81,15.5,180.81,224.91,46.61,5,2022-02-10 06:00:00
747.68,3.8,16.45,118.73,15.02,22.82,30.68,7.22,3,2022-02-10 07:00:00
627.52,1.96,9.85,134.47,12.28,22.42,29.61,6.52,3,2022-02-10 08:00:00
627.52,1.68,9.34,141.62,11.92,25.37,32.62,6.84,4,2022-02-10 09:00:00
921.25,3.44,21.25,135.9,10.37,40.79,49.91,11.78,4,2022-02-10 10:00:00
1295.09,4.69,37.01,125.89,9.89,61.57,73.1,17.23,5,2022-02-10 11:00:00
1735.69,3.46,58.26,111.58,11.09,88.5,102.6,21.53,5,2022-02-10 12:00:00
2723.69,0.96,115.16,50.78,12.04,129.34,148.61,29.64,5,2022-02-10 13:00:00
3631.59,7.49,145.32,4.2,12.16,175.17,201.52,38.5,5,2022-02-10 14:00:00
3952.03,12.96,138.46,0.8,11.68,213.47,245.58,43.57,5,2022-02-10 15:00:00
4005.43,8.94,134.35,1.74,11.21,234.73,270.54,44.58,5,2022-02-10 16:00:00
3898.62,2.54,128.87,8.14,11.09,237.06,274.23,43.06,5,2022-02-10 17:00:00
3524.78,0.24,115.16,23.96,10.49,220.3,255.14,39.52,5,2022-02-10 18:00:00
2830.51,0.0,89.11,46.49,9.06,184.58,213.08,32.93,5,2022-02-10 19:00:00
2189.64,0.0,63.06,65.8,8.11,156.49,179.37,29.13,5,2022-02-10 20:00:00
1708.98,0.0,41.13,81.54,7.75,135.32,154.19,26.6,5,2022-02-10 21:00:00
1388.55,0.0,27.76,91.55,7.39,116.65,132.84,24.57,5,2022-02-10 22:00:00
1241.68,0.0,22.62,90.12,6.79,104.51,119.53,24.57,5,2022-02-10 23:00:00
1201.63,0.0,22.62,83.68,6.5,96.69,111.1,25.33,5,2022-02-11 00:00:00
1214.98,0.0,26.73,73.67,6.74,86.79,100.97,26.35,5,2022-02-11 01:00:00
1522.06,0.01,47.98,52.21,8.23,84.04,99.63,29.39,5,2022-02-11 02:00:00
1976.01,3.58,73.34,30.76,9.89,85.85,102.87,31.41,5,2022-02-11 03:00:00
2162.93,15.2,67.17,42.92,11.21,87.06,104.32,31.41,5,2022-02-11 04:00:00
2029.42,16.76,56.89,65.09,11.44,90.12,107.71,30.65,5,2022-02-11 05:00:00
1642.23,10.95,43.53,100.14,12.28,93.46,109.77,27.87,5,2022-02-11 06:00:00
1041.41,3.63,19.54,145.91,14.9,75.29,86.23,18.49,5,2022-02-11 07:00:00
1014.71,2.46,15.08,168.8,14.9,84.05,94.3,16.97,5,2022-02-11 08:00:00
1001.36,2.04,14.05,181.67,14.78,89.17,98.92,15.58,5,2022-02-11 09:00:00
1214.98,2.54,20.39,188.83,11.44,105.37,116.33,17.73,5,2022-02-11 10:00:00
1575.47,2.88,31.53,191.69,10.85,131.55,144.87,21.53,5,2022-02-11 11:00:00
1976.01,2.1,47.98,188.83,11.44,157.52,172.8,25.08,5,2022-02-11 12:00:00
3017.43,0.74,104.19,115.87,11.44,195.75,216.01,32.93,5,2022-02-11 13:00:00
4005.43,0.02,145.32,51.5,11.56,241.82,269.01,41.04,5,2022-02-11 14:00:00
4325.87,0.07,149.43,34.69,11.44,273.56,306.15,45.09,5,2022-02-11 15:00:00
5340.58,14.98,165.88,4.83,11.32,329.01,371.38,52.69,5,2022-02-11 16:00:00
6568.91,52.75,156.28,0.0,11.21,390.64,445.21,59.78,5,2022-02-11 17:00:00
6942.75,72.42,146.69,0.0,10.85,416.19,478.36,57.76,5,2022-02-11 18:00:00
6568.91,70.63,142.57,0.0,12.64,399.82,460.21,66.88,5,2022-02-11 19:00:00
5767.82,53.2,142.57,0.0,14.54,374.34,429.6,84.1,5,2022-02-11 20:00:00
5073.55,33.08,139.83,0.01,15.26,353.35,404.8,95.25,5,2022-02-11 21:00:00
4165.65,11.4,132.98,1.35,15.5,317.65,362.46,100.31,5,2022-02-11 22:00:00
3391.27,0.62,115.16,12.34,16.45,284.11,321.82,109.43,5,2022-02-11 23:00:00
3070.83,0.06,100.08,22.71,18.12,272.37,306.75,126.66,5,2022-02-12 00:00:00
3017.43,0.16,101.45,21.1,20.03,268.08,301.43,141.86,5,2022-02-12 01:00:00
3631.59,14.98,119.27,2.3,23.84,279.85,316.83,158.07,5,2022-02-12 02:00:00
4966.74,71.53,119.27,1.26,28.13,300.67,344.56,170.23,5,2022-02-12 03:00:00
5874.63,113.55,108.3,7.78,21.46,304.46,350.15,113.49,5,2022-02-12 04:00:00
5874.63,116.23,101.45,15.74,15.14,286.52,329.31,71.94,5,2022-02-12 05:00:00
4806.52,76.89,100.08,32.9,12.76,245.65,280.42,50.16,5,2022-02-12 06:00:00
1321.79,5.59,29.47,145.91,20.27,108.89,120.68,20.77,5,2022-02-12 07:00:00
1081.47,2.65,18.34,181.67,23.84,112.75,123.04,19.0,5,2022-02-12 08:00:00
1108.17,2.12,17.82,203.13,29.8,123.46,133.6,18.49,5,2022-02-12 09:00:00
2296.45,11.4,66.49,134.47,24.08,164.67,180.86,28.37,5,2022-02-12 10:00:00
3952.03,33.53,117.9,54.36,16.21,223.68,248.04,40.53,5,2022-02-12 11:00:00
5287.17,70.63,142.57,13.59,14.9,263.96,294.39,54.21,5,2022-02-12 12:00:00
7263.18,143.05,161.77,0.7,21.22,303.69,340.41,83.09,5,2022-02-12 13:00:00
10040.28,232.46,189.19,0.0,33.38,367.42,412.53,120.58,5,2022-02-12 14:00:00
12924.19,303.98,227.57,0.0,46.73,443.94,499.3,158.07,5,2022-02-12 15:00:00
14739.99,318.29,268.7,0.0,57.22,505.57,574.42,188.47,5,2022-02-12 16:00:00
13885.5,261.07,271.44,0.0,57.22,522.17,605.91,198.6,5,2022-02-12 17:00:00
11108.4,178.81,230.31,0.0,45.78,491.01,582.14,176.31,5,2022-02-12 18:00:00
8224.49,111.76,180.96,0.0,30.04,429.27,514.74,126.66,5,2022-02-12 19:00:00
5714.42,58.11,139.83,0.0,19.31,360.67,432.11,86.13,5,2022-02-12 20:00:00
3898.62,19.89,105.56,0.25,14.66,301.01,357.09,69.92,5,2022-02-12 21:00:00
2937.32,2.1,82.25,7.96,14.9,263.35,307.81,67.89,5,2022-02-12 22:00:00
2536.77,0.04,62.38,25.39,16.93,246.21,284.18,76.0,5,2022-02-12 23:00:00
2429.96,0.01,55.52,33.62,18.84,238.97,274.61,87.14,5,2022-02-13 00:00:00
2510.07,0.02,61.69,35.05,22.17,236.42,270.64,95.25,5,2022-02-13 01:00:00
3311.16,5.81,95.96,8.67,28.61,255.65,292.17,97.27,5,2022-02-13 02:00:00
4699.71,47.83,108.3,1.5,35.29,283.39,323.13,93.22,5,2022-02-13 03:00:00
5500.79,71.53,122.01,11.8,34.81,297.06,337.71,87.14,5,2022-02-13 04:00:00
6622.31,99.24,132.98,21.64,30.99,331.12,375.0,79.04,5,2022-02-13 05:00:00
6782.53,84.04,152.17,43.27,29.33,358.8,400.32,61.3,5,2022-02-13 06:00:00
1588.82,6.71,43.53,170.23,93.46,149.59,159.82,15.58,5,2022-02-13 07:00:00
1174.93,4.47,31.19,183.11,83.92,128.86,136.29,10.39,5,2022-02-13 08:00:00
1121.52,3.58,28.79,197.41,79.15,133.87,140.94,9.12,5,2022-02-13 09:00:00
2216.34,12.18,73.34,130.18,52.45,170.01,182.69,21.79,5,2022-02-13 10:00:00
3738.4,32.63,119.27,51.5,29.09,217.16,236.61,34.96,5,2022-02-13 11:00:00
5073.55,68.84,139.83,11.8,20.5,250.01,274.31,43.57,5,2022-02-13 12:00:00
6942.75,132.32,156.28,0.46,24.8,288.79,319.37,67.89,5,2022-02-13 13:00:00
9078.98,205.64,180.96,0.0,36.24,346.11,386.48,110.45,5,2022-02-13 14:00:00
11215.21,261.07,208.38,0.0,47.68,418.37,470.85,156.04,5,2022-02-13 15:00:00
13244.63,289.68,249.51,0.0,61.99,491.14,558.51,200.63,5,2022-02-13 16:00:00
13885.5,282.53,271.44,0.0,70.57,528.53,610.83,231.03,5,2022-02-13 17:00:00
12496.95,232.46,252.25,0.0,64.85,508.79,599.58,229.0,5,2022-02-13 18:00:00
9933.47,173.45,200.15,0.0,44.35,446.49,536.54,178.34,5,2022-02-13 19:00:00
7370.0,113.55,149.43,0.0,25.03,383.99,464.96,118.55,5,2022-02-13 20:00:00
5126.95,59.01,112.41,0.0,15.26,333.33,399.58,80.05,5,2022-02-13 21:00:00
3337.86,12.96,90.48,1.17,13.83,286.44,332.82,55.22,5,2022-02-13 22:00:00
2616.88,0.66,71.29,10.01,14.66,268.54,306.25,54.21,5,2022-02-13 23:00:00
2403.26,0.13,61.01,16.09,15.74,261.57,296.22,62.82,5,2022-02-14 00:00:00
2483.37,0.43,64.43,13.77,18.12,263.94,298.31,72.96,5,2022-02-14 01:00:00
3417.97,19.89,84.31,0.84,23.84,296.37,336.48,82.08,5,2022-02-14 02:00:00
5500.79,84.94,105.56,0.43,31.47,350.82,399.9,90.18,5,2022-02-14 03:00:00
7797.24,157.36,123.38,2.95,34.33,408.57,467.97,90.18,5,2022-02-14 04:00:00
8865.36,180.6,139.83,8.49,30.28,446.72,509.47,80.05,5,2022-02-14 05:00:00
8544.92,141.26,169.99,22.71,27.66,469.91,528.01,65.86,5,2022-02-14 06:00:00
1735.69,7.38,50.04,154.5,61.99,232.42,246.2,7.98,5,2022-02-14 07:00:00
1174.93,3.46,26.73,178.81,47.21,188.3,197.54,4.94,5,2022-02-14 08:00:00
1081.47,2.4,21.59,191.69,41.96,177.42,185.76,6.71,5,2022-02-14 09:00:00
1869.2,5.76,52.78,158.79,27.89,204.6,217.59,20.27,5,2022-02-14 10:00:00
3070.83,9.95,101.45,103.0,17.88,254.35,273.94,34.96,5,2022-02-14 11:00:00
4379.27,14.53,160.4,38.98,16.21,304.14,329.04,45.09,5,2022-02-14 12:00:00
7156.37,92.09,197.41,1.26,18.84,369.27,405.11,60.8,5,2022-02-14 13:00:00
10253.91,205.64,200.15,0.0,21.22,449.02,499.29,78.02,5,2022-02-14 14:00:00
11749.27,264.64,189.19,0.0,20.98,516.67,578.6,86.13,5,2022-02-14 15:00:00
12924.19,296.83,189.19,0.0,23.84,578.17,652.22,94.23,5,2022-02-14 16:00:00
13351.44,300.41,191.93,0.0,30.28,615.1,702.22,110.45,5,2022-02-14 17:00:00
12390.14,264.64,183.7,0.0,34.33,597.73,692.35,125.65,5,2022-02-14 18:00:00
10894.78,216.36,174.11,0.0,34.81,544.93,639.6,133.75,5,2022-02-14 19:00:00
9506.23,169.87,165.88,0.0,33.38,495.15,589.9,137.81,5,2022-02-14 20:00:00
7797.24,118.02,152.17,0.0,28.61,443.6,538.49,127.67,5,2022-02-14 21:00:00
6301.88,75.1,128.87,0.0,22.89,394.75,480.42,107.41,5,2022-02-14 22:00:00
5393.98,52.75,109.67,0.0,20.27,364.3,440.71,101.33,5,2022-02-14 23:00:00
4913.33,43.36,98.71,0.0,20.03,347.88,417.84,106.39,5,2022-02-15 00:00:00
4592.9,37.1,94.59,0.0,21.7,328.37,390.96,107.41,5,2022-02-15 01:00:00
5287.17,65.27,94.59,0.0,28.13,338.8,399.66,109.43,5,2022-02-15 02:00:00
7370.0,144.84,100.08,0.28,36.24,380.7,444.46,111.46,5,2022-02-15 03:00:00
8651.73,198.48,102.82,2.19,35.29,381.13,445.06,102.34,5,2022-02-15 04:00:00
9399.41,219.94,115.16,6.08,30.04,385.11,451.03,92.21,5,2022-02-15 05:00:00
9719.85,196.7,161.77,15.38,28.13,408.39,471.54,80.05,5,2022-02-15 06:00:00
1735.69,6.54,50.72,170.23,82.97,195.51,210.05,10.51,5,2022-02-15 07:00:00
1281.74,3.13,31.19,203.13,72.48,190.33,201.47,6.27,5,2022-02-15 08:00:00
1228.33,2.35,28.1,214.58,73.43,185.61,196.02,5.51,5,2022-02-15 09:00:00
1321.79,2.01,35.64,211.72,81.06,187.32,197.7,6.27,5,2022-02-15 10:00:00
1628.88,1.47,54.84,200.27,96.32,205.06,216.51,8.36,5,2022-02-15 11:00:00
2002.72,0.49,75.4,177.38,105.86,216.57,229.04,11.02,5,2022-02-15 12:00:00
5393.98,33.53,208.38,27.18,75.34,280.81,305.81,37.49,5,2022-02-15 13:00:00
9933.47,175.24,235.8,0.0,45.78,382.22,427.37,64.34,5,2022-02-15 14:00:00
12603.76,278.95,222.09,0.0,36.72,464.5,527.36,78.02,5,2022-02-15 15:00:00
12924.19,303.98,202.89,0.0,38.15,481.65,558.61,103.35,5,2022-02-15 16:00:00
11962.89,282.53,178.22,0.0,43.87,456.55,545.85,137.81,5,2022-02-15 17:00:00
10787.96,250.34,157.65,0.0,44.82,420.8,515.92,158.07,5,2022-02-15 18:00:00
9826.66,227.09,148.06,0.0,43.87,378.28,466.07,168.2,5,2022-02-15 19:00:00
8972.17,200.27,141.2,0.0,41.01,342.37,419.01,168.2,5,2022-02-15 20:00:00
7583.62,153.78,131.61,0.0,35.29,300.42,365.86,160.1,5,2022-02-15 21:00:00
5928.04,103.71,115.16,0.0,26.94,253.58,307.84,137.81,5,2022-02-15 22:00:00
4592.9,65.27,97.33,0.0,19.55,214.15,260.09,111.46,5,2022-02-15 23:00:00
3791.81,44.7,82.25,0.0,13.95,189.16,229.57,82.08,5,2022-02-16 00:00:00
3417.97,38.0,71.29,0.0,10.01,172.21,209.32,51.68,5,2022-02-16 01:00:00
4379.27,78.68,66.49,0.0,13.71,195.9,240.43,56.74,5,2022-02-16 02:00:00
7049.56,184.18,74.03,0.33,22.89,256.0,314.91,79.04,5,2022-02-16 03:00:00
10360.72,314.71,87.05,2.03,30.04,333.74,409.39,98.29,5,2022-02-16 04:00:00
11642.46,354.05,104.19,4.74,23.6,366.51,444.95,80.05,5,2022-02-16 05:00:00
9506.23,253.92,124.75,11.44,17.17,311.99,373.14,56.24,5,2022-02-16 06:00:00
881.2,5.14,23.65,103.0,20.74,32.52,39.8,8.99,4,2022-02-16 07:00:00
640.87,1.72,12.51,120.16,14.66,26.07,31.32,7.73,4,2022-02-16 08:00:00
627.52,0.89,10.97,128.75,12.76,26.85,31.28,7.98,4,2022-02-16 09:00:00
687.6,0.82,14.05,124.45,12.76,29.3,34.03,9.75,4,2022-02-16 10:00:00
821.11,1.12,21.93,113.01,15.74,34.96,40.77,12.03,4,2022-02-16 11:00:00
1028.06,0.86,34.96,100.14,20.27,41.36,47.87,13.68,4,2022-02-16 12:00:00
3791.81,55.43,122.01,8.49,23.6,91.78,109.01,37.49,5,2022-02-16 13:00:00
7263.18,180.6,137.09,0.0,28.85,176.11,210.06,74.98,5,2022-02-16 14:00:00
8865.36,228.88,142.57,0.0,34.33,242.88,288.46,107.41,5,2022-02-16 15:00:00
9719.85,243.19,154.91,0.0,41.96,298.4,350.95,135.78,5,2022-02-16 16:00:00
10467.53,253.92,167.25,0.0,49.59,341.65,400.28,162.12,5,2022-02-16 17:00:00
10253.91,232.46,167.25,0.0,50.54,344.97,408.33,170.23,5,2022-02-16 18:00:00
9185.79,196.7,159.03,0.0,45.78,306.73,367.38,164.15,5,2022-02-16 19:00:00
7690.43,151.99,145.32,0.0,39.58,259.66,314.77,154.02,5,2022-02-16 20:00:00
6034.85,102.82,128.87,0.0,33.86,220.04,271.05,141.86,5,2022-02-16 21:00:00
