CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3,AQI,Timestamp
10253.91,307.56,95.96,0.0,16.93,322.43,385.76,29.89,5,2022-01-06 16:00:00
10147.09,300.41,90.48,0.0,16.21,349.42,422.06,30.4,5,2022-01-06 17:00:00
9185.79,268.22,83.63,0.0,14.31,331.7,406.2,28.12,5,2022-01-06 18:00:00
7476.81,209.21,76.09,0.0,10.49,267.24,330.57,20.52,5,2022-01-06 19:00:00
6034.85,155.57,70.6,0.0,9.06,215.09,267.24,19.51,5,2022-01-06 20:00:00
4966.74,109.97,67.17,0.0,9.66,183.73,231.23,23.56,5,2022-01-06 21:00:00
3952.03,69.74,63.06,0.0,9.66,152.67,189.92,22.04,5,2022-01-06 22:00:00
3177.64,42.02,55.52,0.0,7.51,126.81,154.29,14.06,5,2022-01-06 23:00:00
2590.18,24.59,47.98,0.02,5.72,103.11,123.13,8.11,5,2022-01-07 00:00:00
1789.09,5.53,45.93,4.43,5.36,64.45,76.67,5.45,5,2022-01-07 01:00:00
1869.2,6.43,54.84,3.31,7.27,59.05,71.5,7.66,5,2022-01-07 02:00:00
2777.1,34.42,63.75,0.06,10.13,75.16,91.23,10.13,5,2022-01-07 03:00:00
3631.59,63.48,69.23,0.17,12.64,91.55,110.64,10.89,5,2022-01-07 04:00:00
3845.21,69.74,71.29,0.63,14.9,94.32,113.88,9.75,5,2022-01-07 05:00:00
2883.91,38.89,69.92,3.4,19.31,67.61,82.51,7.41,5,2022-01-07 06:00:00
1375.2,4.14,52.09,25.39,25.75,28.35,35.1,4.05,4,2022-01-07 07:00:00
1308.44,2.96,46.61,28.97,27.18,25.78,32.18,4.02,4,2022-01-07 08:00:00
1241.68,2.49,39.76,31.83,21.93,23.26,29.26,3.8,3,2022-01-07 09:00:00
1148.22,1.87,38.04,32.9,14.07,19.58,24.59,3.64,2,2022-01-07 10:00:00
1348.5,1.84,49.35,21.46,10.97,21.69,27.1,4.18,3,2022-01-07 11:00:00
1735.69,5.36,64.43,5.99,10.37,25.3,31.58,4.88,4,2022-01-07 12:00:00
1949.31,10.62,67.86,1.17,10.13,27.7,34.8,5.26,4,2022-01-07 13:00:00
1735.69,4.25,63.75,5.45,10.37,28.61,35.71,5.0,4,2022-01-07 14:00:00
1255.04,0.26,44.55,26.46,10.13,25.64,31.63,4.18,4,2022-01-07 15:00:00
1121.52,0.1,37.36,33.26,8.58,27.52,34.03,4.31,4,2022-01-07 16:00:00
1508.71,0.88,49.35,15.74,8.7,43.74,54.1,6.14,4,2022-01-07 17:00:00
1922.61,5.53,56.21,3.22,9.66,57.09,70.13,7.54,5,2022-01-07 18:00:00
1976.01,7.15,53.47,1.5,9.54,52.2,63.49,5.76,5,2022-01-07 19:00:00
1401.9,0.52,36.33,19.31,7.09,31.37,37.54,2.79,4,2022-01-07 20:00:00
801.09,0.0,13.02,53.64,5.01,13.28,15.64,1.65,2,2022-01-07 21:00:00
507.35,0.0,4.67,77.25,5.66,4.99,5.6,0.84,1,2022-01-07 22:00:00
453.95,0.0,3.64,82.25,5.07,4.85,5.34,0.8,2,2022-01-07 23:00:00
423.91,0.0,3.47,81.54,4.41,4.8,5.26,0.83,2,2022-01-08 00:00:00
433.92,0.0,4.46,77.96,4.41,6.44,7.11,1.08,1,2022-01-08 01:00:00
560.76,0.0,10.62,69.38,5.36,11.19,12.95,1.92,2,2022-01-08 02:00:00
801.09,0.01,23.31,55.07,6.68,16.07,19.3,2.79,2,2022-01-08 03:00:00
907.9,0.18,29.82,47.92,7.63,17.08,21.21,3.17,2,2022-01-08 04:00:00
801.09,0.8,23.99,52.21,8.34,14.21,18.17,3.07,2,2022-01-08 05:00:00
654.22,1.19,16.11,62.23,9.18,10.14,13.14,2.66,2,2022-01-08 06:00:00
520.71,0.91,11.48,71.53,10.49,6.97,8.64,1.88,1,2022-01-08 07:00:00
527.38,0.77,12.0,70.81,10.37,7.31,8.72,1.82,1,2022-01-08 08:00:00
554.08,0.61,13.71,67.95,9.89,8.38,9.82,1.95,1,2022-01-08 09:00:00
787.73,1.79,23.99,53.64,8.46,12.8,15.51,3.32,2,2022-01-08 10:00:00
1255.04,5.87,41.81,30.76,7.45,21.13,26.48,5.19,3,2022-01-08 11:00:00
1735.69,12.41,61.01,8.4,7.39,28.98,36.67,6.59,4,2022-01-08 12:00:00
2269.74,29.06,67.86,0.06,8.11,38.87,49.12,7.98,4,2022-01-08 13:00:00
2910.61,51.41,69.23,0.0,9.42,56.14,69.53,8.61,5,2022-01-08 14:00:00
3044.13,53.2,75.4,0.0,9.89,67.52,81.73,7.98,5,2022-01-08 15:00:00
2696.99,38.44,74.71,0.0,8.58,68.1,82.77,6.97,5,2022-01-08 16:00:00
2857.21,42.47,69.23,0.0,7.39,80.98,100.07,7.85,5,2022-01-08 17:00:00
3257.75,59.01,63.06,0.0,6.74,98.26,122.71,8.61,5,2022-01-08 18:00:00
3845.21,84.04,55.52,0.0,5.48,118.51,148.78,8.87,5,2022-01-08 19:00:00
4165.65,97.45,48.67,0.0,5.54,133.53,168.45,12.03,5,2022-01-08 20:00:00
4112.24,92.98,46.61,0.0,7.03,139.55,177.27,18.49,5,2022-01-08 21:00:00
3685.0,76.89,47.3,0.0,8.94,134.56,169.49,25.08,5,2022-01-08 22:00:00
3204.35,58.11,47.3,0.0,9.66,124.6,155.33,27.36,5,2022-01-08 23:00:00
2803.8,43.36,45.93,0.0,9.66,115.46,142.47,26.85,5,2022-01-09 00:00:00
2456.67,32.19,44.55,0.0,8.7,105.02,130.17,21.79,5,2022-01-09 01:00:00
2616.88,39.34,43.53,0.0,7.87,109.41,136.88,16.97,5,2022-01-09 02:00:00
3017.43,56.77,46.61,0.04,7.51,111.59,140.46,13.81,5,2022-01-09 03:00:00
2937.32,53.64,52.78,1.5,7.33,96.44,123.91,13.17,5,2022-01-09 04:00:00
2990.72,54.54,52.78,5.9,7.87,91.6,119.77,15.33,5,2022-01-09 05:00:00
2750.4,46.94,50.72,13.23,8.11,83.69,110.93,16.47,5,2022-01-09 06:00:00
921.25,5.53,25.36,64.37,25.75,25.0,31.98,4.69,3,2022-01-09 07:00:00
714.3,2.99,19.36,73.67,27.42,17.99,22.53,3.45,2,2022-01-09 08:00:00
674.25,2.1,19.19,75.1,28.37,15.75,19.76,3.42,2,2022-01-09 09:00:00
1735.69,16.99,54.15,26.82,16.69,37.7,47.71,12.29,4,2022-01-09 10:00:00
3097.53,59.9,65.8,4.25,10.13,67.3,84.3,21.03,5,2022-01-09 11:00:00
4112.24,105.5,67.17,0.59,11.21,87.11,108.76,27.87,5,2022-01-09 12:00:00
5447.39,159.14,76.77,0.0,15.74,113.59,140.84,38.0,5,2022-01-09 13:00:00
6568.91,196.7,87.05,0.0,16.93,150.01,184.94,40.53,5,2022-01-09 14:00:00
6942.75,202.06,90.48,0.0,14.42,184.05,225.96,32.93,5,2022-01-09 15:00:00
7049.56,196.7,93.22,0.0,17.64,215.66,263.16,42.05,5,2022-01-09 16:00:00
7263.18,187.75,98.71,0.0,24.56,240.42,292.57,63.33,5,2022-01-09 17:00:00
7156.37,173.45,101.45,0.0,28.37,246.34,300.35,74.98,5,2022-01-09 18:00:00
6622.31,153.78,102.82,0.0,28.61,227.62,278.38,77.01,5,2022-01-09 19:00:00
6195.07,135.9,101.45,0.0,29.56,213.46,261.89,79.04,5,2022-01-09 20:00:00
5874.63,119.81,101.45,0.0,31.47,212.49,262.32,86.13,5,2022-01-09 21:00:00
5607.6,105.5,101.45,0.0,33.38,215.79,267.01,93.22,5,2022-01-09 22:00:00
5554.2,99.24,104.19,0.0,36.72,230.47,283.09,104.37,5,2022-01-09 23:00:00
5874.63,101.03,109.67,0.0,41.01,262.55,317.96,119.57,5,2022-01-10 00:00:00
6141.66,105.5,111.04,0.0,43.39,295.86,355.47,127.67,5,2022-01-10 01:00:00
7156.37,135.9,108.3,0.0,44.82,347.71,415.7,127.67,5,2022-01-10 02:00:00
9078.98,207.42,109.67,0.05,45.78,410.08,487.38,120.58,5,2022-01-10 03:00:00
8865.36,205.64,104.19,1.65,35.29,368.59,439.37,81.06,5,2022-01-10 04:00:00
8010.86,177.03,98.71,6.08,23.37,329.01,392.34,43.57,5,2022-01-10 05:00:00
6675.72,123.38,104.19,14.66,18.12,287.98,339.67,26.6,5,2022-01-10 06:00:00
1361.85,8.61,32.9,73.67,38.62,81.48,90.21,1.42,5,2022-01-10 07:00:00
988.01,4.14,20.22,91.55,30.99,60.7,66.75,1.31,5,2022-01-10 08:00:00
867.84,2.77,16.62,103.0,28.13,52.11,57.64,2.15,5,2022-01-10 09:00:00
2323.15,25.93,61.69,43.63,20.03,85.98,99.49,14.19,5,2022-01-10 10:00:00
4913.33,97.45,89.11,7.87,16.93,148.82,174.43,27.61,5,2022-01-10 11:00:00
7797.24,200.27,102.82,0.92,21.7,210.18,245.11,41.04,5,2022-01-10 12:00:00
11535.64,339.75,130.24,0.01,38.62,285.64,330.81,69.92,5,2022-01-10 13:00:00
14953.61,457.76,163.14,0.0,60.56,381.89,438.7,106.39,5,2022-01-10 14:00:00
15808.11,479.22,186.44,0.0,74.39,454.14,520.26,131.73,5,2022-01-10 15:00:00
14312.74,411.27,186.44,0.0,71.53,469.4,541.11,129.7,5,2022-01-10 16:00:00
12069.7,329.02,163.14,0.0,49.11,447.69,520.33,89.17,5,2022-01-10 17:00:00
9078.98,221.73,135.72,0.0,23.84,378.29,441.62,35.46,5,2022-01-10 18:00:00
4913.33,75.1,119.27,0.0,15.14,234.22,270.07,7.92,5,2022-01-10 19:00:00
3177.64,21.46,105.56,0.21,10.97,170.95,197.49,4.75,5,2022-01-10 20:00:00
2189.64,1.45,76.77,11.62,9.66,134.17,154.66,4.37,5,2022-01-10 21:00:00
1508.71,0.0,38.73,46.49,9.42,107.0,122.36,4.5,5,2022-01-10 22:00:00
1268.39,0.0,23.65,63.66,7.87,94.92,108.43,5.32,5,2022-01-10 23:00:00
1188.28,0.0,19.36,67.95,6.74,89.24,102.05,6.27,5,2022-01-11 00:00:00
1188.28,0.0,21.08,65.8,6.14,84.89,97.93,7.92,5,2022-01-11 01:00:00
1535.42,0.03,40.1,44.7,6.91,91.56,107.63,12.41,5,2022-01-11 02:00:00
2243.04,4.75,73.34,11.18,8.46,105.52,125.78,17.73,5,2022-01-11 03:00:00
2883.91,29.5,74.03,11.8,10.13,117.01,141.46,21.28,5,2022-01-11 04:00:00
3070.83,40.23,68.55,23.96,11.32,120.68,147.46,22.04,5,2022-01-11 05:00:00
2777.1,31.74,63.75,41.84,12.16,116.6,142.45,20.01,5,2022-01-11 06:00:00
1482.01,8.49,36.33,101.57,18.6,76.91,89.95,11.91,5,2022-01-11 07:00:00
1321.79,5.76,29.47,123.02,18.84,76.51,87.81,10.77,5,2022-01-11 08:00:00
1255.04,4.47,27.42,133.04,18.6,75.18,85.19,10.13,5,2022-01-11 09:00:00
1388.55,4.47,32.9,127.32,13.71,88.3,99.71,11.27,5,2022-01-11 10:00:00
1682.28,4.08,45.93,114.44,10.73,117.82,133.19,13.68,5,2022-01-11 11:00:00
2029.42,1.51,65.12,92.98,10.25,142.25,160.41,15.71,5,2022-01-11 12:00:00
2429.96,0.01,80.88,70.81,10.49,163.43,184.85,17.99,5,2022-01-11 13:00:00
2510.07,0.0,77.46,69.38,10.85,180.52,204.73,19.76,5,2022-01-11 14:00:00
2349.85,0.0,63.06,81.54,10.97,188.61,214.92,20.01,5,2022-01-11 15:00:00
2216.34,0.0,54.84,87.98,10.85,188.17,215.41,20.27,5,2022-01-11 16:00:00
2216.34,0.0,55.52,81.54,10.25,187.6,216.47,20.52,5,2022-01-11 17:00:00
2136.23,0.0,54.84,75.82,9.3,177.31,205.95,19.76,5,2022-01-11 18:00:00
1922.61,0.0,47.98,74.39,7.99,158.46,183.84,16.97,5,2022-01-11 19:00:00
1682.28,0.0,38.39,74.39,7.03,138.59,160.24,15.33,5,2022-01-11 20:00:00
1468.66,0.0,29.82,74.39,6.32,119.42,137.59,14.44,5,2022-01-11 21:00:00
1308.44,0.0,24.33,71.53,5.78,102.38,117.98,13.81,5,2022-01-11 22:00:00
1241.68,0.0,21.93,66.52,5.6,93.04,107.6,13.93,5,2022-01-11 23:00:00
1255.04,0.0,22.28,60.8,5.9,90.88,105.44,14.82,5,2022-01-12 00:00:00
1375.2,0.0,28.1,50.78,6.56,91.95,107.56,16.47,5,2022-01-12 01:00:00
1869.2,0.57,54.15,22.89,8.58,104.5,124.52,21.28,5,2022-01-12 02:00:00
2777.1,21.9,75.4,1.43,10.85,122.1,147.72,26.6,5,2022-01-12 03:00:00
3631.59,59.01,74.71,6.88,12.87,136.84,167.57,29.89,5,2022-01-12 04:00:00
3791.81,67.95,72.66,16.09,13.47,139.51,172.57,29.39,5,2022-01-12 05:00:00
3231.05,49.17,69.92,31.11,12.99,127.5,157.77,25.08,5,2022-01-12 06:00:00
1455.31,10.17,37.36,90.84,16.21,68.11,81.38,13.17,5,2022-01-12 07:00:00
1268.39,6.43,31.19,111.58,18.36,68.31,79.83,11.78,5,2022-01-12 08:00:00
1321.79,5.53,34.27,120.16,21.93,76.7,88.46,11.91,5,2022-01-12 09:00:00
2830.51,24.81,85.0,55.07,19.31,118.87,138.9,20.52,5,2022-01-12 10:00:00
4859.92,76.0,115.16,10.28,16.21,171.43,201.24,29.39,5,2022-01-12 11:00:00
6622.31,148.42,120.64,0.98,17.88,211.75,249.0,39.01,5,2022-01-12 12:00:00
9185.79,250.34,135.72,0.01,26.94,265.72,313.22,59.28,5,2022-01-12 13:00:00
11856.08,339.75,156.28,0.0,38.15,340.0,402.4,86.13,5,2022-01-12 14:00:00
13671.88,386.24,171.36,0.0,47.21,421.03,502.99,110.45,5,2022-01-12 15:00:00
14739.99,396.97,183.7,0.0,54.36,498.66,600.17,131.73,5,2022-01-12 16:00:00
14312.74,361.2,183.7,0.0,54.84,531.9,643.66,133.75,5,2022-01-12 17:00:00
12496.95,293.25,175.48,0.0,46.73,503.1,607.41,112.47,5,2022-01-12 18:00:00
9719.85,211.0,156.28,0.0,31.95,424.39,509.14,76.0,5,2022-01-12 19:00:00
7263.18,139.47,134.35,0.0,19.55,351.42,418.48,47.12,5,2022-01-12 20:00:00
5393.98,78.68,115.16,0.0,12.52,300.49,353.11,30.65,5,2022-01-12 21:00:00
3685.0,25.48,98.71,0.08,8.82,250.67,289.79,21.53,5,2022-01-12 22:00:00
2937.32,5.2,83.63,1.65,7.21,231.39,265.85,18.75,5,2022-01-12 23:00:00
2696.99,1.17,70.6,5.59,6.79,227.56,261.09,18.49,5,2022-01-13 00:00:00
2857.21,4.36,68.55,2.7,7.45,236.89,273.22,20.77,5,2022-01-13 01:00:00
