CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3,AQI,Timestamp
5607.6,18.1,165.88,36.84,27.66,503.39,541.82,19.25,5,2024-01-03 11:00:00
6515.5,51.86,178.22,2.57,25.03,505.12,548.38,29.39,5,2024-01-03 12:00:00
8010.86,114.44,186.44,0.01,30.52,530.63,581.34,46.1,5,2024-01-03 13:00:00
9292.6,155.57,194.67,0.0,34.81,567.39,627.24,61.81,5,2024-01-03 14:00:00
9399.41,159.14,189.19,0.0,34.81,585.22,652.0,68.9,5,2024-01-03 15:00:00
9078.98,150.2,183.7,0.0,33.38,588.16,658.66,71.94,5,2024-01-03 16:00:00
8865.36,139.47,174.11,0.0,31.95,590.53,664.52,71.94,5,2024-01-03 17:00:00
8544.92,128.75,164.51,0.0,28.85,580.23,653.76,66.88,5,2024-01-03 18:00:00
7690.43,108.18,153.54,0.0,23.6,545.84,612.32,55.73,5,2024-01-03 19:00:00
6942.75,82.25,143.95,0.0,19.55,515.71,574.39,46.61,5,2024-01-03 20:00:00
6248.47,60.8,137.09,0.0,17.17,497.97,550.77,41.54,5,2024-01-03 21:00:00
5661.01,42.02,128.87,0.0,14.66,477.59,525.86,36.48,5,2024-01-03 22:00:00
5340.58,31.74,122.01,0.0,14.07,466.4,512.89,34.96,5,2024-01-03 23:00:00
5233.76,29.95,119.27,0.0,15.74,463.15,511.21,39.01,5,2024-01-04 00:00:00
5447.39,38.0,116.53,0.0,19.31,461.61,514.33,47.12,5,2024-01-04 01:00:00
6141.66,68.84,115.16,0.0,25.51,476.01,538.94,61.81,5,2024-01-04 02:00:00
7690.43,132.32,119.27,0.0,33.86,503.97,576.8,79.04,5,2024-01-04 03:00:00
9185.79,189.54,126.12,0.29,42.44,540.82,619.18,95.25,5,2024-01-04 04:00:00
9292.6,198.48,123.38,2.53,43.87,538.41,614.85,94.23,5,2024-01-04 05:00:00
7904.05,155.57,122.01,9.12,33.86,476.79,543.74,68.9,5,2024-01-04 06:00:00
3524.78,37.1,87.74,42.56,27.42,254.87,289.34,28.12,5,2024-01-04 07:00:00
2429.96,15.65,67.17,73.67,27.42,197.44,223.7,19.76,5,2024-01-04 08:00:00
2162.93,9.5,60.32,95.84,30.04,188.09,211.16,17.23,5,2024-01-04 09:00:00
2937.32,13.52,89.11,65.8,23.13,223.22,249.56,20.01,5,2024-01-04 10:00:00
4272.46,30.85,127.49,15.38,16.45,283.33,315.98,25.59,5,2024-01-04 11:00:00
5554.2,74.21,137.09,0.76,15.97,333.28,371.17,31.16,5,2024-01-04 12:00:00
7370.0,137.69,153.54,0.0,24.08,386.33,431.76,47.62,5,2024-01-04 13:00:00
8758.54,177.03,174.11,0.0,32.42,436.76,490.16,67.89,5,2024-01-04 14:00:00
9185.79,178.81,183.7,0.0,37.19,481.71,541.22,81.06,5,2024-01-04 15:00:00
9399.41,173.45,189.19,0.0,40.53,516.37,579.7,91.2,5,2024-01-04 16:00:00
9399.41,166.3,191.93,0.0,42.44,539.09,606.16,97.27,5,2024-01-04 17:00:00
8972.17,151.99,183.7,0.0,39.58,532.18,598.25,92.21,5,2024-01-04 18:00:00
7797.24,123.38,167.25,0.0,32.9,490.8,549.37,76.0,5,2024-01-04 19:00:00
6675.72,92.09,150.8,0.0,27.66,454.8,505.46,63.84,5,2024-01-04 20:00:00
5874.63,67.95,139.83,0.0,25.27,435.72,481.82,58.77,5,2024-01-04 21:00:00
5126.95,47.83,127.49,0.0,22.89,417.58,460.08,54.21,5,2024-01-04 22:00:00
4646.3,33.97,115.16,0.0,21.93,406.46,447.24,52.69,5,2024-01-04 23:00:00
4432.68,29.06,109.67,0.0,23.13,409.14,449.22,55.22,5,2024-01-05 00:00:00
4646.3,33.53,109.67,0.0,25.75,419.43,461.47,61.3,5,2024-01-05 01:00:00
5447.39,61.69,109.67,0.0,30.52,447.25,495.74,71.94,5,2024-01-05 02:00:00
6942.75,121.59,112.41,0.04,35.76,478.86,536.15,83.09,5,2024-01-05 03:00:00
8651.73,187.75,117.9,0.42,39.58,520.87,585.72,89.17,5,2024-01-05 04:00:00
9506.23,219.94,116.53,1.81,33.38,555.1,623.99,67.89,5,2024-01-05 05:00:00
9399.41,209.21,122.01,4.47,23.84,556.46,622.12,43.57,5,2024-01-05 06:00:00
3364.56,23.02,90.48,43.27,32.9,284.64,311.25,15.2,5,2024-01-05 07:00:00
2696.99,7.82,77.46,65.8,36.24,259.74,282.98,12.16,5,2024-01-05 08:00:00
2696.99,4.69,79.51,71.53,40.53,269.96,293.43,12.41,5,2024-01-05 09:00:00
3471.37,17.88,95.96,60.8,32.9,304.92,332.23,16.97,5,2024-01-05 10:00:00
4699.71,35.32,134.35,20.38,22.89,351.6,384.84,23.31,5,2024-01-05 11:00:00
5981.45,76.89,146.69,1.74,19.31,387.01,425.78,29.64,5,2024-01-05 12:00:00
8117.68,151.99,165.88,0.06,27.89,436.16,482.79,47.62,5,2024-01-05 13:00:00
10253.91,216.36,202.89,0.0,41.48,496.95,554.0,72.96,5,2024-01-05 14:00:00
11749.27,246.76,238.54,0.0,52.45,547.24,613.77,95.25,5,2024-01-05 15:00:00
12390.14,250.34,260.47,0.0,59.6,582.66,655.43,111.46,5,2024-01-05 16:00:00
11749.27,221.73,260.47,0.0,59.6,581.73,656.06,115.51,5,2024-01-05 17:00:00
9719.85,164.51,233.05,0.0,50.54,528.47,597.8,106.39,5,2024-01-05 18:00:00
7263.18,103.71,197.41,0.0,38.15,451.48,510.4,87.14,5,2024-01-05 19:00:00
5554.2,60.8,165.88,0.0,28.37,405.66,455.78,70.93,5,2024-01-05 20:00:00
4646.3,34.87,143.95,0.0,21.93,387.83,432.95,59.28,5,2024-01-05 21:00:00
4165.65,19.0,127.49,0.03,16.93,379.04,421.3,49.14,5,2024-01-05 22:00:00
3952.03,10.62,119.27,0.1,14.07,372.07,412.24,43.06,5,2024-01-05 23:00:00
3898.62,8.49,112.41,0.12,13.35,369.07,408.6,41.04,5,2024-01-06 00:00:00
4058.84,12.41,109.67,0.05,14.31,368.55,409.07,42.56,5,2024-01-06 01:00:00
4646.3,34.42,109.67,0.0,18.12,378.18,423.82,51.17,5,2024-01-06 02:00:00
5821.23,82.25,112.41,0.09,24.08,401.22,453.03,63.33,5,2024-01-06 03:00:00
6835.94,121.59,111.04,2.06,24.32,430.68,486.59,58.77,5,2024-01-06 04:00:00
7049.56,126.96,109.67,7.33,18.84,439.04,493.96,42.05,5,2024-01-06 05:00:00
6675.72,102.82,120.64,16.81,16.93,427.19,476.44,37.49,5,2024-01-06 06:00:00
3337.86,24.14,84.31,63.66,24.56,264.47,291.11,21.28,5,2024-01-06 07:00:00
2456.67,11.29,63.75,100.14,29.33,222.97,243.78,16.09,5,2024-01-06 08:00:00
2323.15,7.71,60.32,123.02,34.81,224.95,244.66,14.69,5,2024-01-06 09:00:00
2750.4,9.05,78.83,103.0,26.94,243.87,265.59,17.23,5,2024-01-06 10:00:00
3524.78,12.52,112.41,51.5,17.17,275.96,301.77,21.79,5,2024-01-06 11:00:00
4272.46,23.92,138.46,7.33,15.14,306.27,336.11,27.36,5,2024-01-06 12:00:00
5447.39,58.11,153.54,0.02,20.03,347.75,383.26,40.53,5,2024-01-06 13:00:00
6515.5,84.94,171.36,0.0,25.75,399.51,442.53,56.24,5,2024-01-06 14:00:00
7049.56,93.88,180.96,0.0,29.56,448.82,498.85,68.9,5,2024-01-06 15:00:00
7370.0,93.88,186.44,0.0,32.42,483.56,538.25,78.02,5,2024-01-06 16:00:00
7263.18,85.83,186.44,0.0,31.95,495.54,552.96,79.04,5,2024-01-06 17:00:00
6622.31,68.84,171.36,0.0,28.13,480.08,536.05,70.93,5,2024-01-06 18:00:00
5554.2,44.26,149.43,0.0,21.93,440.94,489.93,55.22,5,2024-01-06 19:00:00
4539.49,21.9,127.49,0.06,17.17,406.57,448.26,43.57,5,2024-01-06 20:00:00
3845.21,7.38,108.3,0.77,14.66,383.22,420.48,37.49,5,2024-01-06 21:00:00
3337.86,1.2,85.0,5.41,12.52,362.09,395.46,33.44,5,2024-01-06 22:00:00
3017.43,0.15,65.8,13.05,11.32,346.66,377.77,31.92,5,2024-01-06 23:00:00
2910.61,0.08,57.58,17.88,11.32,344.12,374.17,33.44,5,2024-01-07 00:00:00
2990.72,0.42,62.38,13.41,12.87,343.68,374.3,38.0,5,2024-01-07 01:00:00
3578.19,13.3,77.46,1.16,17.17,353.76,389.16,48.64,5,2024-01-07 02:00:00
4753.11,54.99,87.05,0.11,22.89,373.38,415.59,61.81,5,2024-01-07 03:00:00
6141.66,105.5,95.96,2.3,30.28,406.28,455.5,77.01,5,2024-01-07 04:00:00
6835.94,130.53,106.93,7.69,35.29,432.62,487.11,86.13,5,2024-01-07 05:00:00
6835.94,116.23,126.12,17.17,32.9,438.14,492.28,79.04,5,2024-01-07 06:00:00
2643.59,12.18,63.06,91.55,25.51,245.67,270.07,24.07,5,2024-01-07 07:00:00
2243.04,4.58,48.67,123.02,26.23,244.09,265.81,16.97,5,2024-01-07 08:00:00
2269.74,2.85,50.04,130.18,30.04,259.3,281.26,15.45,5,2024-01-07 09:00:00
2857.21,5.14,76.09,100.14,25.51,285.85,310.43,17.73,5,2024-01-07 10:00:00
3791.81,8.38,122.01,40.41,18.36,324.12,352.89,22.04,5,2024-01-07 11:00:00
4806.52,28.16,148.06,3.67,15.26,358.66,391.5,25.84,5,2024-01-07 12:00:00
6622.31,76.89,165.88,0.01,17.88,410.03,449.33,33.44,5,2024-01-07 13:00:00
8544.92,123.38,194.67,0.0,23.37,476.07,524.98,45.09,5,2024-01-07 14:00:00
10147.09,150.2,230.31,0.0,31.47,542.73,602.63,61.3,5,2024-01-07 15:00:00
11215.21,157.36,268.7,0.0,44.82,592.93,664.19,87.14,5,2024-01-07 16:00:00
11749.27,157.36,293.37,0.0,53.41,621.36,699.83,107.41,5,2024-01-07 17:00:00
11962.89,162.72,296.12,0.0,56.27,628.62,707.97,115.51,5,2024-01-07 18:00:00
11535.64,155.57,290.63,0.0,53.41,608.88,681.01,111.46,5,2024-01-07 19:00:00
10681.15,134.11,274.18,0.0,49.11,585.96,649.59,105.38,5,2024-01-07 20:00:00
9613.04,108.18,254.99,0.0,44.35,564.73,622.94,99.3,5,2024-01-07 21:00:00
8117.68,76.0,227.57,0.0,37.19,527.45,580.02,89.17,5,2024-01-07 22:00:00
7049.56,54.09,202.89,0.0,32.9,504.15,552.94,82.08,5,2024-01-07 23:00:00
6622.31,46.04,191.93,0.0,31.47,500.63,548.07,81.06,5,2024-01-08 00:00:00
6835.94,52.3,189.19,0.0,34.33,518.1,567.42,88.16,5,2024-01-08 01:00:00
7904.05,86.72,194.67,0.0,42.92,563.87,620.98,104.37,5,2024-01-08 02:00:00
9826.66,157.36,197.41,0.07,53.41,621.69,689.28,124.63,5,2024-01-08 03:00:00
11749.27,225.31,202.89,1.56,59.6,665.8,745.21,133.75,5,2024-01-08 04:00:00
12603.76,253.92,200.15,5.81,51.5,691.75,776.45,119.57,5,2024-01-08 05:00:00
12496.95,227.09,216.6,12.87,38.62,698.6,777.39,90.18,5,2024-01-08 06:00:00
4325.87,27.49,115.16,74.39,71.53,366.22,400.05,22.29,5,2024-01-08 07:00:00
3471.37,13.97,93.22,114.44,62.94,343.39,373.58,15.83,5,2024-01-08 08:00:00
3364.56,9.39,90.48,138.76,61.99,349.9,379.1,12.54,5,2024-01-08 09:00:00
3898.62,10.95,113.79,105.86,48.64,367.01,398.22,15.2,5,2024-01-08 10:00:00
4753.11,17.66,152.17,43.63,28.85,388.61,423.92,22.29,5,2024-01-08 11:00:00
5500.79,41.13,165.88,4.47,19.79,399.85,439.74,27.87,5,2024-01-08 12:00:00
6729.13,88.51,165.88,0.02,19.79,428.47,474.58,35.97,5,2024-01-08 13:00:00
7476.81,110.86,165.88,0.0,18.12,468.68,521.72,35.97,5,2024-01-08 14:00:00
7263.18,99.24,154.91,0.0,14.66,491.4,547.46,27.87,5,2024-01-08 15:00:00
6729.13,83.15,139.83,0.0,11.92,491.52,546.8,20.52,5,2024-01-08 16:00:00
6195.07,70.63,124.75,0.0,10.49,472.37,527.27,17.99,5,2024-01-08 17:00:00
5554.2,59.9,112.41,0.0,8.7,432.5,484.67,14.95,5,2024-01-08 18:00:00
4646.3,42.92,100.08,0.0,6.14,376.5,420.95,10.39,5,2024-01-08 19:00:00
3952.03,26.15,89.11,0.02,5.07,335.12,373.78,9.5,5,2024-01-08 20:00:00
3471.37,13.97,82.25,0.17,4.89,311.32,347.91,10.51,5,2024-01-08 21:00:00
3150.94,5.81,77.46,1.02,4.83,291.1,326.94,11.91,5,2024-01-08 22:00:00
2910.61,2.04,71.97,3.04,4.89,274.98,310.09,12.54,5,2024-01-08 23:00:00
2723.69,1.31,65.12,5.1,5.19,261.57,295.09,13.3,5,2024-01-09 00:00:00
2616.88,2.49,65.12,4.47,9.54,237.91,271.3,26.6,5,2024-01-10 01:00:00
3284.45,25.26,71.29,0.11,15.02,240.66,279.03,41.04,5,2024-01-10 02:00:00
4753.11,79.57,82.94,0.12,22.17,269.49,316.67,58.77,5,2024-01-10 03:00:00
6355.29,137.69,95.96,2.62,30.28,312.75,369.33,76.0,5,2024-01-10 04:00:00
6675.72,144.84,105.56,8.58,32.42,332.09,392.08,80.05,5,2024-01-10 05:00:00
5714.42,101.92,113.79,20.38,25.75,321.72,378.1,63.33,5,2024-01-10 06:00:00
2323.15,10.95,51.41,101.57,19.07,216.36,242.73,20.27,5,2024-01-10 07:00:00
2002.72,4.19,31.87,148.77,19.07,228.57,252.79,14.82,5,2024-01-10 08:00:00
1949.31,2.79,27.76,171.66,19.07,227.0,250.24,13.81,5,2024-01-10 09:00:00
2136.23,2.91,35.99,170.23,15.74,244.49,268.86,14.57,5,2024-01-10 10:00:00
2536.77,2.6,52.78,154.5,13.23,291.23,318.75,16.21,5,2024-01-10 11:00:00
2830.51,0.91,73.34,120.16,12.16,302.43,330.49,17.23,5,2024-01-10 12:00:00
3631.59,0.21,120.64,51.5,11.21,318.91,349.85,20.27,5,2024-01-10 13:00:00
4432.68,6.87,149.43,4.78,10.49,356.61,393.64,22.8,5,2024-01-10 14:00:00
4646.3,15.42,134.35,0.41,9.78,380.97,423.12,21.79,5,2024-01-10 15:00:00
4646.3,17.21,123.38,0.23,9.06,392.34,437.81,20.27,5,2024-01-10 16:00:00
4699.71,20.34,117.9,0.11,8.94,390.73,439.46,21.79,5,2024-01-10 17:00:00
4646.3,23.47,113.79,0.05,8.34,372.25,422.26,22.29,5,2024-01-10 18:00:00
4219.06,18.78,108.3,0.12,6.74,336.11,381.4,18.75,5,2024-01-10 19:00:00
3685.0,9.72,101.45,0.59,6.32,299.32,339.93,17.23,5,2024-01-10 20:00:00
3231.05,3.58,91.85,2.06,6.91,267.21,304.46,18.49,5,2024-01-10 21:00:00
2777.1,0.96,78.14,6.17,8.34,232.01,266.32,22.8,5,2024-01-10 22:00:00
2429.96,0.21,65.8,12.87,10.37,206.03,237.03,28.37,5,2024-01-10 23:00:00
2243.04,0.13,61.01,17.34,12.52,194.01,223.21,33.94,5,2024-01-11 00:00:00
2323.15,0.8,67.17,11.62,15.14,189.76,219.39,41.04,5,2024-01-11 01:00:00
3124.24,22.13,79.51,0.45,20.74,211.07,246.65,54.21,5,2024-01-11 02:00:00
4859.92,82.25,91.85,0.11,29.09,256.33,300.77,72.96,5,2024-01-11 03:00:00
6782.53,150.2,102.82,2.28,37.67,323.83,377.78,88.16,5,2024-01-11 04:00:00
8117.68,187.75,113.79,6.26,38.15,382.46,442.22,84.1,5,2024-01-11 05:00:00
8865.36,189.54,141.2,11.98,32.42,416.1,473.55,71.94,5,2024-01-11 06:00:00
3631.59,33.08,101.45,62.94,34.33,210.39,236.3,27.61,5,2024-01-11 07:00:00
2750.4,14.98,80.2,105.86,39.1,196.07,218.9,19.76,5,2024-01-11 08:00:00
2616.88,9.83,76.77,135.9,44.82,210.6,233.89,17.48,5,2024-01-11 09:00:00
3284.45,12.18,104.19,113.01,37.67,247.03,274.75,19.76,5,2024-01-11 10:00:00
4646.3,23.47,157.65,47.21,28.37,296.12,330.53,25.33,5,2024-01-11 11:00:00
6355.29,65.27,197.41,4.87,25.99,344.72,385.24,31.92,5,2024-01-11 12:00:00
9185.79,139.47,238.54,0.02,32.9,416.18,466.65,44.08,5,2024-01-11 13:00:00
11535.64,193.12,271.44,0.0,38.15,497.8,561.14,57.76,5,2024-01-11 14:00:00
12710.57,219.94,279.66,0.0,39.58,569.51,644.55,68.9,5,2024-01-11 15:00:00
13137.82,223.52,285.15,0.0,47.68,617.43,702.82,88.16,5,2024-01-11 16:00:00
13671.88,227.09,296.12,0.0,58.17,660.42,753.38,111.46,5,2024-01-11 17:00:00
13885.5,225.31,307.08,0.0,62.94,679.8,773.76,120.58,5,2024-01-11 18:00:00
12710.57,191.33,290.63,0.0,57.22,633.61,716.63,109.43,5,2024-01-11 19:00:00
10040.28,128.75,244.02,0.0,44.35,546.57,614.98,85.12,5,2024-01-11 20:00:00
7156.37,66.16,183.7,0.0,28.85,457.08,513.32,56.24,5,2024-01-11 21:00:00
4753.11,22.8,127.49,0.06,11.8,371.1,416.92,23.31,5,2024-01-11 22:00:00
3524.78,5.14,95.96,1.12,6.56,320.98,361.27,14.44,5,2024-01-11 23:00:00
3150.94,1.7,82.25,3.67,5.42,296.55,334.24,13.17,5,2024-01-12 00:00:00
3070.83,2.65,77.46,3.8,5.36,279.51,315.64,13.93,5,2024-01-12 01:00:00
3578.19,20.56,80.2,0.28,7.33,282.74,322.1,18.49,5,2024-01-12 02:00:00
4753.11,67.06,85.0,0.09,9.66,307.59,352.74,22.8,5,2024-01-12 03:00:00
5928.04,113.55,90.48,1.65,11.44,332.64,383.23,27.36,5,2024-01-12 04:00:00
6034.85,119.81,91.85,6.44,12.16,333.02,384.9,31.92,5,2024-01-12 05:00:00
5073.55,83.15,95.96,17.52,12.16,304.62,352.22,28.63,5,2024-01-12 06:00:00
2269.74,13.19,58.95,74.39,13.95,181.52,206.0,16.47,5,2024-01-12 07:00:00
1762.39,6.82,42.5,101.57,15.26,153.71,173.11,14.19,5,2024-01-12 08:00:00
1695.63,5.48,42.5,108.72,17.17,146.45,164.81,13.81,5,2024-01-12 09:00:00
2510.07,9.39,80.2,67.23,15.97,179.42,202.85,18.75,5,2024-01-12 10:00:00
3845.21,28.16,123.38,15.91,16.21,236.6,268.98,27.11,5,2024-01-12 11:00:00
5020.14,68.84,138.46,1.43,19.55,282.53,321.94,36.98,5,2024-01-12 12:00:00
6942.75,137.69,152.17,0.01,27.18,330.7,378.32,53.2,5,2024-01-12 13:00:00
9506.23,219.94,167.25,0.0,33.38,393.22,451.93,67.89,5,2024-01-12 14:00:00
11856.08,275.37,189.19,0.0,33.86,454.3,526.25,69.92,5,2024-01-12 15:00:00
12283.33,253.92,200.15,0.0,27.89,492.15,578.8,57.25,5,2024-01-12 16:00:00
11322.02,207.42,194.67,0.0,24.08,514.19,611.98,51.17,5,2024-01-12 17:00:00
10894.78,191.33,189.19,0.0,23.6,528.92,630.53,50.66,5,2024-01-12 18:00:00
10574.34,185.97,180.96,0.0,23.6,534.88,631.19,49.65,5,2024-01-12 19:00:00
9826.66,164.51,168.62,0.0,22.65,527.66,616.84,46.61,5,2024-01-12 20:00:00
8758.54,132.32,159.03,0.0,22.65,513.26,597.05,46.1,5,2024-01-12 21:00:00
7797.24,101.03,152.17,0.0,24.08,492.49,570.73,45.6,5,2024-01-12 22:00:00
7370.0,87.62,146.69,0.0,24.8,487.94,562.63,47.12,5,2024-01-12 23:00:00
7156.37,83.15,137.09,0.0,24.32,491.95,564.57,49.14,5,2024-01-13 00:00:00
7049.56,84.94,127.49,0.0,23.84,500.07,571.61,51.17,5,2024-01-13 01:00:00
7690.43,107.29,122.01,0.0,25.27,530.13,605.86,54.72,5,2024-01-13 02:00:00
8972.17,155.57,122.01,0.04,26.94,573.68,654.54,55.22,5,2024-01-13 03:00:00
9506.23,185.97,115.16,1.02,24.8,577.6,662.01,50.16,5,2024-01-13 04:00:00
9185.79,177.03,109.67,4.47,20.74,554.68,637.1,41.54,5,2024-01-13 05:00:00
8651.73,143.05,127.49,12.34,19.07,540.62,618.04,37.49,5,2024-01-13 06:00:00
3845.21,20.34,89.11,81.54,57.7,383.02,420.05,12.03,5,2024-01-13 07:00:00
3097.53,8.94,70.6,134.47,63.9,370.96,401.53,7.66,5,2024-01-13 08:00:00
2857.21,5.25,60.32,168.8,60.08,369.31,398.18,7.28,5,2024-01-13 09:00:00
2403.26,2.85,50.72,183.11,71.53,331.34,354.74,3.83,5,2024-01-13 10:00:00
2216.34,1.44,54.15,177.38,82.02,316.81,337.77,2.41,5,2024-01-13 11:00:00
2323.15,0.3,64.43,161.65,85.83,322.34,343.3,2.94,5,2024-01-13 12:00:00
3578.19,0.01,132.98,82.25,80.11,364.38,390.06,11.27,5,2024-01-13 13:00:00
5500.79,9.72,219.35,6.62,81.06,437.58,473.26,28.88,5,2024-01-13 14:00:00
7049.56,41.57,241.28,0.0,86.78,510.38,557.12,49.14,5,2024-01-13 15:00:00
8117.68,66.16,249.51,0.0,89.65,567.31,624.77,70.93,5,2024-01-13 16:00:00
8972.17,81.36,257.73,0.0,89.65,617.18,682.55,88.16,5,2024-01-13 17:00:00
9399.41,88.51,260.47,0.0,84.88,656.64,724.81,93.22,5,2024-01-13 18:00:00
9078.98,78.68,252.25,0.0,72.48,663.13,727.33,86.13,5,2024-01-13 19:00:00
8117.68,57.22,230.31,0.0,57.22,645.27,703.37,74.98,5,2024-01-13 20:00:00
7156.37,36.66,197.41,0.0,42.44,618.92,672.07,62.32,5,2024-01-13 21:00:00
5981.45,18.1,157.65,0.05,27.42,573.95,622.56,47.12,5,2024-01-13 22:00:00
4966.74,6.98,120.64,0.41,17.4,527.5,572.21,35.46,5,2024-01-13 23:00:00
4325.87,3.07,95.96,1.4,12.52,482.63,525.24,29.13,5,2024-01-14 00:00:00
