CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3,AQI,Timestamp
607.49,2.54,11.48,134.47,18.6,26.35,30.9,9.63,3,2024-03-04 08:00:00
627.52,2.29,12.0,143.05,18.6,28.94,33.34,9.25,4,2024-03-04 09:00:00
627.52,1.82,12.34,148.77,17.17,30.29,34.7,9.5,4,2024-03-04 10:00:00
627.52,1.23,13.02,150.2,15.26,29.23,33.58,9.88,4,2024-03-04 11:00:00
647.54,0.71,15.77,144.48,13.71,26.28,30.59,10.13,4,2024-03-04 12:00:00
921.25,0.29,33.24,114.44,10.25,27.06,32.5,15.45,3,2024-03-04 13:00:00
1121.52,0.0,43.87,83.68,7.45,30.66,38.19,22.55,3,2024-03-04 14:00:00
1161.58,0.0,45.93,70.1,6.56,33.98,43.59,28.12,3,2024-03-04 15:00:00
1174.93,0.0,46.61,65.8,6.26,37.49,48.8,30.91,3,2024-03-04 16:00:00
1188.28,0.0,45.24,64.37,6.38,40.52,53.2,31.66,3,2024-03-04 17:00:00
1188.28,0.0,44.55,63.66,6.32,42.52,55.89,31.41,3,2024-03-04 18:00:00
1174.93,0.0,43.18,61.51,5.72,44.69,58.2,32.42,3,2024-03-04 19:00:00
1161.58,0.0,39.41,60.08,5.13,50.1,63.98,34.96,4,2024-03-04 20:00:00
1081.47,0.0,32.22,65.8,4.83,54.14,67.84,36.98,4,2024-03-04 21:00:00
1014.71,0.0,26.05,72.24,4.59,57.64,71.04,39.01,4,2024-03-04 22:00:00
1001.36,0.0,22.96,75.1,4.41,62.57,76.03,41.04,4,2024-03-04 23:00:00
1041.41,0.0,23.31,74.39,4.47,68.72,82.57,43.06,4,2024-03-05 00:00:00
1134.87,0.0,27.76,68.66,4.83,72.78,87.47,45.6,4,2024-03-05 01:00:00
1441.96,0.03,47.3,50.07,6.14,77.85,94.28,48.13,5,2024-03-05 02:00:00
1895.9,6.59,67.86,32.19,7.75,80.53,98.59,48.64,5,2024-03-05 03:00:00
1976.01,17.21,58.95,49.35,9.3,73.5,90.65,44.58,4,2024-03-05 04:00:00
1789.09,16.99,50.04,70.1,9.89,68.11,84.57,41.54,4,2024-03-05 05:00:00
1482.01,11.85,39.41,97.27,9.78,64.69,79.62,38.5,4,2024-03-05 06:00:00
814.44,3.8,17.48,141.62,12.52,39.6,47.2,21.53,4,2024-03-05 07:00:00
714.3,2.51,13.37,160.22,13.11,42.01,48.47,20.01,4,2024-03-05 08:00:00
714.3,2.01,12.51,174.52,13.95,48.87,55.42,20.52,4,2024-03-05 09:00:00
761.03,1.84,13.54,178.81,11.44,55.41,62.45,21.79,4,2024-03-05 10:00:00
867.84,1.77,17.31,178.81,10.01,64.54,72.53,24.07,4,2024-03-05 11:00:00
1014.71,1.36,24.68,168.8,9.78,69.52,78.27,25.84,4,2024-03-05 12:00:00
1268.39,0.3,39.41,140.19,8.82,75.92,86.0,29.13,5,2024-03-05 13:00:00
1441.96,0.0,45.24,120.16,8.46,84.04,96.16,33.44,5,2024-03-05 14:00:00
1482.01,0.0,43.87,114.44,8.34,89.53,103.53,35.97,5,2024-03-05 15:00:00
1548.77,0.0,46.61,103.0,8.23,93.09,108.82,38.5,5,2024-03-05 16:00:00
1668.93,0.0,52.09,84.4,7.99,96.27,113.96,41.54,5,2024-03-05 17:00:00
1735.69,0.0,58.26,67.23,7.45,94.39,113.0,42.56,5,2024-03-05 18:00:00
1695.63,0.0,60.32,54.36,6.56,88.13,106.51,43.06,5,2024-03-05 19:00:00
1708.98,0.0,60.32,43.63,5.96,89.72,108.55,45.6,5,2024-03-05 20:00:00
1762.39,0.0,58.95,36.12,5.84,98.3,118.96,49.14,5,2024-03-05 21:00:00
1735.69,0.01,55.52,32.19,5.78,106.16,128.43,53.2,5,2024-03-05 22:00:00
1668.93,0.01,51.41,31.47,6.14,110.1,132.81,57.76,5,2024-03-05 23:00:00
1655.58,0.02,50.72,29.68,7.27,112.32,135.31,65.86,5,2024-03-06 00:00:00
1815.8,0.23,58.95,20.21,9.06,117.17,141.16,76.0,5,2024-03-06 01:00:00
2456.67,12.63,75.4,1.94,11.09,134.58,162.35,79.04,5,2024-03-06 02:00:00
3364.56,51.86,74.71,2.57,12.4,150.93,182.04,78.02,5,2024-03-06 03:00:00
3952.03,76.0,75.4,12.34,13.47,162.19,195.27,73.97,5,2024-03-06 04:00:00
4219.06,77.78,86.37,23.96,14.19,177.78,212.82,70.93,5,2024-03-06 05:00:00
4005.43,52.75,98.71,51.5,14.19,189.36,223.15,65.86,5,2024-03-06 06:00:00
934.6,4.47,22.28,143.05,31.95,58.39,68.09,20.27,4,2024-03-06 07:00:00
660.9,2.29,12.85,155.93,23.84,43.06,49.88,12.41,4,2024-03-06 08:00:00
627.52,1.96,12.34,161.65,22.17,41.29,47.55,10.26,4,2024-03-06 09:00:00
614.17,1.52,12.51,164.51,20.27,40.84,47.28,10.13,4,2024-03-06 10:00:00
640.87,1.19,14.39,163.08,18.84,42.14,49.16,11.78,4,2024-03-06 11:00:00
680.92,0.66,18.51,155.93,17.17,41.85,49.28,13.68,4,2024-03-06 12:00:00
1922.61,1.87,97.33,62.94,15.97,62.29,74.23,29.39,4,2024-03-06 13:00:00
3685.0,38.0,154.91,0.1,17.17,105.08,125.45,51.68,5,2024-03-06 14:00:00
5073.55,71.53,169.99,0.0,20.5,149.48,178.21,71.94,5,2024-03-06 15:00:00
6355.29,89.41,183.7,0.0,26.94,191.28,227.28,90.18,5,2024-03-06 16:00:00
7263.18,102.82,183.7,0.0,30.28,228.33,270.91,99.3,5,2024-03-06 17:00:00
8010.86,121.59,183.7,0.0,29.8,258.25,306.4,107.41,5,2024-03-06 18:00:00
8331.3,130.53,183.7,0.0,24.56,271.0,321.91,108.42,5,2024-03-06 19:00:00
8117.68,125.17,174.11,0.0,18.12,267.68,317.48,99.3,5,2024-03-06 20:00:00
7049.56,97.45,153.54,0.0,14.07,237.91,280.06,85.12,5,2024-03-06 21:00:00
5020.14,47.39,126.12,0.0,10.85,184.22,213.88,68.9,5,2024-03-06 22:00:00
3952.03,24.81,106.93,0.01,8.7,163.12,189.12,63.33,5,2024-03-06 23:00:00
3391.27,16.76,93.22,0.04,8.94,156.11,182.01,65.86,5,2024-03-07 00:00:00
3044.13,17.88,80.2,0.05,10.13,145.4,171.53,68.9,5,2024-03-07 01:00:00
3257.75,38.44,69.92,0.02,10.49,137.56,164.92,63.33,5,2024-03-07 02:00:00
4058.84,78.68,69.92,0.82,11.44,130.85,159.22,57.25,5,2024-03-07 03:00:00
3284.45,54.09,78.14,7.6,11.09,82.47,104.44,41.54,5,2024-03-07 04:00:00
2857.21,40.68,76.77,21.99,12.64,64.69,85.43,36.98,4,2024-03-07 05:00:00
2456.67,30.4,70.6,43.99,16.69,60.42,80.29,34.45,4,2024-03-07 06:00:00
921.25,5.31,27.42,118.73,23.84,32.85,40.31,13.68,3,2024-03-07 07:00:00
660.9,2.49,16.45,140.19,21.22,27.83,32.83,10.13,4,2024-03-07 08:00:00
627.52,1.98,14.91,147.34,22.17,26.92,31.25,9.37,4,2024-03-07 09:00:00
694.27,2.18,18.51,150.2,24.08,29.91,34.54,10.64,4,2024-03-07 10:00:00
781.06,2.15,24.33,148.77,26.7,33.96,39.17,12.29,4,2024-03-07 11:00:00
881.2,1.49,31.87,141.62,27.89,35.31,41.05,14.19,4,2024-03-07 12:00:00
2536.77,7.49,126.12,41.84,24.32,61.11,74.14,36.98,4,2024-03-07 13:00:00
4753.11,59.01,175.48,0.01,21.22,103.94,128.63,65.86,5,2024-03-07 14:00:00
6034.85,106.39,180.96,0.0,21.46,141.58,176.68,91.2,5,2024-03-07 15:00:00
6782.53,128.75,183.7,0.0,25.99,173.37,218.63,124.63,5,2024-03-07 16:00:00
6942.75,134.11,178.22,0.0,29.56,191.99,246.01,147.94,5,2024-03-07 17:00:00
6622.31,126.96,163.14,0.0,29.33,191.85,251.36,156.04,5,2024-03-07 18:00:00
6034.85,116.23,149.43,0.0,27.42,175.92,234.0,156.04,5,2024-03-07 19:00:00
5500.79,101.03,139.83,0.0,26.46,161.85,216.22,162.12,5,2024-03-07 20:00:00
4966.74,84.94,131.61,0.0,25.75,153.32,204.46,174.28,5,2024-03-07 21:00:00
4379.27,67.06,123.38,0.0,24.32,143.69,190.64,178.34,5,2024-03-07 22:00:00
3791.81,50.51,111.04,0.0,21.46,133.35,174.69,174.28,5,2024-03-07 23:00:00
3177.64,35.76,97.33,0.0,18.12,122.35,158.51,164.15,5,2024-03-08 00:00:00
2750.4,29.06,80.2,0.0,14.31,112.65,144.1,131.73,5,2024-03-08 01:00:00
2937.32,44.26,67.86,0.04,11.68,113.48,143.26,90.18,5,2024-03-08 02:00:00
3631.59,76.0,66.49,1.48,10.61,114.44,142.8,65.86,5,2024-03-08 03:00:00
3284.45,64.37,68.55,9.83,9.89,88.83,110.5,47.12,5,2024-03-08 04:00:00
2803.8,49.62,64.43,25.39,9.54,73.14,92.24,41.54,4,2024-03-08 05:00:00
2056.12,27.94,54.84,53.64,8.94,62.2,78.3,37.49,4,2024-03-08 06:00:00
607.49,2.43,11.31,131.61,8.7,24.6,29.44,11.53,3,2024-03-08 07:00:00
547.41,1.34,7.63,150.2,8.23,29.63,34.21,10.51,4,2024-03-08 08:00:00
560.76,1.22,7.97,158.79,8.7,33.17,37.97,10.77,4,2024-03-08 09:00:00
554.08,1.05,8.14,160.22,8.11,33.6,38.55,11.02,4,2024-03-08 10:00:00
574.11,0.91,9.34,158.79,7.99,34.66,40.04,11.65,4,2024-03-08 11:00:00
614.17,0.61,12.68,153.06,8.11,35.34,41.14,12.41,4,2024-03-08 12:00:00
1548.77,0.73,69.23,72.96,7.75,48.62,57.64,23.81,3,2024-03-08 13:00:00
2403.26,6.93,100.08,6.26,7.99,67.56,81.56,38.0,4,2024-03-08 14:00:00
2670.29,19.45,90.48,0.12,8.34,84.56,103.53,48.13,5,2024-03-08 15:00:00
2910.61,25.48,90.48,0.02,8.58,101.41,124.52,53.7,5,2024-03-08 16:00:00
3070.83,26.6,94.59,0.01,8.58,115.0,141.78,56.24,5,2024-03-08 17:00:00
3097.53,25.93,97.33,0.01,7.87,119.33,147.65,56.24,5,2024-03-08 18:00:00
2830.51,19.67,95.96,0.05,6.38,109.68,135.85,53.7,5,2024-03-08 19:00:00
2349.85,7.1,90.48,1.17,5.01,97.14,119.99,51.17,5,2024-03-08 20:00:00
1895.9,0.5,74.03,11.44,4.35,86.43,106.22,49.14,5,2024-03-08 21:00:00
1482.01,0.01,50.72,30.04,3.99,75.03,91.82,47.12,5,2024-03-08 22:00:00
1214.98,0.0,37.01,42.2,3.81,66.95,81.32,44.58,4,2024-03-08 23:00:00
1081.47,0.0,30.85,47.21,3.78,61.51,74.27,43.06,4,2024-03-09 00:00:00
1041.41,0.0,30.16,45.42,3.93,56.08,67.9,41.54,4,2024-03-09 01:00:00
1255.04,0.25,43.18,31.11,4.89,54.24,66.75,40.53,4,2024-03-09 02:00:00
1615.52,9.72,53.47,25.03,5.96,53.6,67.07,39.52,4,2024-03-09 03:00:00
1695.63,17.88,47.3,40.05,6.74,50.67,64.13,36.98,4,2024-03-09 04:00:00
1522.06,15.65,41.13,60.8,6.79,51.55,65.07,36.48,4,2024-03-09 05:00:00
1228.33,8.72,31.19,100.14,6.79,59.02,71.99,36.98,4,2024-03-09 06:00:00
534.06,1.51,8.05,145.91,6.68,29.99,36.43,16.21,4,2024-03-09 07:00:00
500.68,0.95,5.74,160.22,6.02,33.54,39.75,15.2,4,2024-03-09 08:00:00
507.35,0.79,5.31,165.94,5.72,35.53,41.8,14.69,4,2024-03-09 09:00:00
674.25,0.95,7.8,183.11,6.26,53.44,61.72,20.27,5,2024-03-09 10:00:00
827.79,1.06,11.31,188.83,6.85,63.82,73.44,23.31,5,2024-03-09 11:00:00
961.3,1.01,18.34,181.67,7.39,69.47,79.96,25.59,5,2024-03-09 12:00:00
1335.14,0.59,40.1,145.91,7.21,82.41,94.73,30.91,5,2024-03-09 13:00:00
1628.88,0.03,53.47,111.58,7.09,95.6,110.2,36.98,5,2024-03-09 14:00:00
1682.28,0.0,53.47,97.27,6.97,100.45,116.76,40.53,5,2024-03-09 15:00:00
1789.09,0.0,56.89,82.25,6.85,104.72,122.72,43.57,5,2024-03-09 16:00:00
1949.31,0.0,65.12,61.51,6.79,110.85,131.36,47.62,5,2024-03-09 17:00:00
2029.42,0.01,71.29,43.99,6.38,112.12,134.48,50.66,5,2024-03-09 18:00:00
2029.42,0.05,74.03,30.04,5.36,107.21,129.84,52.18,5,2024-03-09 19:00:00
1949.31,0.08,69.92,21.64,4.65,103.16,125.73,54.21,5,2024-03-09 20:00:00
1789.09,0.07,60.32,19.67,4.29,98.31,121.03,56.74,5,2024-03-09 21:00:00
1535.42,0.04,49.35,22.17,4.17,89.15,110.58,58.77,5,2024-03-09 22:00:00
1335.14,0.02,41.13,25.39,4.29,80.34,100.06,61.81,5,2024-03-09 23:00:00
1228.33,0.04,38.39,25.39,4.77,73.66,92.1,65.86,4,2024-03-10 00:00:00
1268.39,0.22,42.5,18.6,5.3,69.65,87.68,68.9,4,2024-03-10 01:00:00
1655.58,6.48,56.21,3.35,6.32,71.38,90.55,65.86,4,2024-03-10 02:00:00
2243.04,30.4,60.32,5.68,7.57,74.28,94.7,62.82,4,2024-03-10 03:00:00
2296.45,33.53,63.75,15.02,8.11,67.35,86.15,55.73,4,2024-03-10 04:00:00
2243.04,33.08,61.01,26.11,8.58,66.73,85.97,54.21,4,2024-03-10 05:00:00
1869.2,21.9,54.15,48.64,8.11,66.04,84.8,52.69,4,2024-03-10 06:00:00
974.66,5.36,26.73,111.58,9.66,50.52,63.11,38.0,4,2024-03-10 07:00:00
881.2,3.24,21.08,141.62,10.73,59.6,71.91,36.98,4,2024-03-10 08:00:00
921.25,2.6,21.42,158.79,12.52,69.24,81.44,36.98,4,2024-03-10 09:00:00
1161.58,2.91,31.53,154.5,10.97,81.48,94.84,40.02,5,2024-03-10 10:00:00
1535.42,3.13,51.41,131.61,9.42,98.75,114.56,46.1,5,2024-03-10 11:00:00
1976.01,2.49,80.2,94.41,9.78,111.8,129.76,50.66,5,2024-03-10 12:00:00
3070.83,6.15,138.46,26.11,11.44,132.12,153.92,58.26,5,2024-03-10 13:00:00
4806.52,43.36,164.51,0.02,13.83,168.4,196.32,68.9,5,2024-03-10 14:00:00
6515.5,80.47,178.22,0.0,15.74,212.62,248.28,79.04,5,2024-03-10 15:00:00
7370.0,85.83,191.93,0.0,16.45,249.89,295.43,85.12,5,2024-03-10 16:00:00
6515.5,66.16,172.73,0.0,14.9,261.93,313.7,83.09,5,2024-03-10 17:00:00
5180.36,48.28,138.46,0.0,12.28,246.72,298.78,72.96,5,2024-03-10 18:00:00
3952.03,30.85,109.67,0.0,9.18,207.81,253.79,61.3,5,2024-03-10 19:00:00
2937.32,16.32,87.05,0.13,7.45,167.43,206.83,57.76,5,2024-03-10 20:00:00
2189.64,4.41,68.55,2.84,6.2,135.28,169.29,55.22,5,2024-03-10 21:00:00
1708.98,0.37,50.04,11.98,6.44,114.45,143.84,59.28,5,2024-03-10 22:00:00
1548.77,0.11,42.84,16.63,8.7,106.51,134.21,73.97,5,2024-03-10 23:00:00
1575.47,0.24,45.93,13.95,11.92,107.47,134.73,93.22,5,2024-03-11 00:00:00
1815.8,2.65,56.21,4.38,15.74,115.28,143.53,112.47,5,2024-03-11 01:00:00
2696.99,28.16,67.86,0.11,21.22,140.69,172.99,127.67,5,2024-03-11 02:00:00
4165.65,76.0,85.68,1.63,24.32,175.7,212.11,127.67,5,2024-03-11 03:00:00
5447.39,119.81,95.96,2.68,22.89,207.73,247.01,109.43,5,2024-03-11 04:00:00
6301.88,143.05,104.19,3.0,22.65,234.2,275.49,95.25,5,2024-03-11 05:00:00
6408.69,132.32,116.53,4.2,22.17,246.52,288.01,85.12,5,2024-03-11 06:00:00
1014.71,1.56,33.59,128.75,31.47,85.08,99.32,20.77,5,2024-03-11 07:00:00
707.63,1.26,20.56,138.76,28.37,55.11,66.79,15.2,4,2024-03-11 08:00:00
734.33,1.55,20.05,143.05,26.46,52.78,64.46,16.47,4,2024-03-11 09:00:00
734.33,1.98,18.51,145.91,20.5,50.01,60.81,16.72,4,2024-03-11 10:00:00
827.79,2.12,24.68,137.33,20.98,47.28,57.2,16.72,3,2024-03-11 11:00:00
961.3,1.9,36.33,120.16,24.08,43.12,52.17,16.72,3,2024-03-11 12:00:00
2376.56,8.94,108.3,35.41,26.23,60.93,74.45,30.15,4,2024-03-11 13:00:00
4379.27,57.22,141.2,0.02,26.7,100.45,123.41,52.18,5,2024-03-11 14:00:00
5287.17,90.3,139.83,0.0,25.51,136.16,168.51,71.94,5,2024-03-11 15:00:00
5607.6,100.14,131.61,0.0,22.41,164.08,206.45,88.16,5,2024-03-11 16:00:00
6195.07,113.55,124.75,0.0,20.27,196.28,251.3,97.27,5,2024-03-11 17:00:00
6408.69,118.02,120.64,0.0,17.64,208.8,273.2,98.29,5,2024-03-11 18:00:00
5447.39,94.77,109.67,0.0,13.83,176.49,239.66,93.22,5,2024-03-11 19:00:00
4058.84,60.8,94.59,0.0,12.16,133.19,188.8,95.25,5,2024-03-11 20:00:00
2883.91,31.74,82.94,0.0,12.04,102.51,149.25,104.37,5,2024-03-11 21:00:00
2216.34,15.2,75.4,0.08,12.99,86.89,125.27,108.42,5,2024-03-11 22:00:00
1949.31,8.49,69.92,0.3,15.14,82.11,114.06,103.35,5,2024-03-11 23:00:00
1949.31,8.27,67.17,0.3,17.17,85.2,113.04,97.27,5,2024-03-12 00:00:00
2056.12,10.28,66.49,0.32,18.36,89.97,114.63,85.12,5,2024-03-12 01:00:00
2590.18,30.4,66.49,0.11,18.12,103.32,128.71,72.96,5,2024-03-12 02:00:00
3631.59,75.1,66.49,2.53,17.4,118.17,146.32,66.88,5,2024-03-12 03:00:00
4219.06,99.24,69.92,8.85,17.4,123.52,152.56,61.3,5,2024-03-12 04:00:00
4272.46,92.98,83.63,18.95,16.69,127.83,157.02,57.25,5,2024-03-12 05:00:00
3578.19,56.33,93.22,45.06,14.66,126.07,153.05,52.18,5,2024-03-12 06:00:00
707.63,3.86,17.99,134.47,15.26,34.92,41.92,13.05,3,2024-03-12 07:00:00
520.71,1.44,8.65,155.93,11.8,34.27,40.32,12.29,4,2024-03-12 08:00:00
514.03,1.16,8.14,164.51,11.44,37.68,44.01,13.3,4,2024-03-12 09:00:00
494.0,0.89,8.48,160.22,10.01,34.35,40.63,13.43,4,2024-03-12 10:00:00
494.0,0.59,10.88,147.34,9.54,28.32,34.4,12.92,4,2024-03-12 11:00:00
540.73,0.21,15.59,133.04,9.66,23.6,29.53,12.92,3,2024-03-12 12:00:00
1628.88,1.68,80.88,49.35,9.89,36.29,45.71,25.59,3,2024-03-12 13:00:00
2964.02,31.74,105.56,0.11,11.21,61.81,77.61,42.05,4,2024-03-12 14:00:00
3845.21,59.9,101.45,0.0,12.64,89.82,112.46,52.18,5,2024-03-12 15:00:00
4646.3,71.53,116.53,0.0,13.95,121.21,151.59,59.28,5,2024-03-12 16:00:00
4859.92,69.74,122.01,0.0,14.19,141.22,178.42,64.85,5,2024-03-12 17:00:00
4539.49,64.37,109.67,0.0,13.59,141.68,182.43,69.92,5,2024-03-12 18:00:00
4058.84,56.77,98.71,0.0,13.59,127.52,168.17,79.04,5,2024-03-12 19:00:00
3471.37,42.47,93.22,0.0,14.66,112.66,152.36,95.25,5,2024-03-12 20:00:00
2910.61,25.48,90.48,0.0,15.26,102.17,140.0,112.47,5,2024-03-12 21:00:00
2483.37,14.98,84.31,0.05,15.97,96.97,132.07,123.62,5,2024-03-12 22:00:00
2136.23,8.72,73.34,0.34,16.45,94.04,126.38,129.7,5,2024-03-12 23:00:00
1895.9,5.09,62.38,1.13,15.5,91.38,121.64,127.67,5,2024-03-13 00:00:00
1815.8,6.59,55.52,1.08,12.4,88.99,117.58,109.43,5,2024-03-13 01:00:00
2643.59,33.97,61.69,0.03,14.19,110.48,142.8,107.41,5,2024-03-13 02:00:00
4219.06,87.62,77.46,0.2,16.93,150.0,190.32,113.49,5,2024-03-13 03:00:00
5340.58,128.75,84.31,0.66,19.31,180.33,223.41,104.37,5,2024-03-13 04:00:00
6248.47,153.78,87.05,1.35,20.74,206.99,250.43,91.2,5,2024-03-13 05:00:00
6942.75,178.81,90.48,1.92,22.65,224.81,267.18,68.9,5,2024-03-13 06:00:00
4379.27,76.89,98.71,3.84,30.99,147.91,170.53,44.58,5,2024-03-13 07:00:00
3578.19,44.26,104.19,8.76,38.62,116.67,132.33,30.4,5,2024-03-13 08:00:00
2937.32,27.27,94.59,17.7,37.67,86.48,98.24,20.52,5,2024-03-13 09:00:00
1976.01,3.8,76.77,31.83,31.47,55.81,63.65,13.93,4,2024-03-13 10:00:00
1388.55,0.91,54.15,57.22,27.42,41.64,47.37,11.53,3,2024-03-13 11:00:00
1081.47,0.29,42.16,70.1,20.74,35.3,39.56,10.51,3,2024-03-13 12:00:00
1789.09,3.97,80.2,26.11,15.14,43.72,49.88,15.07,3,2024-03-13 13:00:00
3097.53,36.66,100.08,0.04,14.9,71.36,83.5,24.07,4,2024-03-13 14:00:00
4005.43,68.84,95.96,0.0,17.64,104.11,122.67,36.48,5,2024-03-13 15:00:00
4165.65,72.42,87.05,0.0,17.4,119.84,141.18,41.04,5,2024-03-13 16:00:00
3417.97,48.28,74.71,0.0,12.52,104.95,123.66,28.12,5,2024-03-13 17:00:00
2243.04,13.63,66.49,4.29,8.94,67.84,80.17,16.72,4,2024-03-13 18:00:00
1348.5,0.09,46.61,29.33,6.44,37.64,45.39,12.41,3,2024-03-13 19:00:00
1375.2,0.08,45.24,27.18,5.3,37.55,46.37,17.73,3,2024-03-13 20:00:00
1388.55,0.05,43.18,27.18,5.72,41.1,51.1,27.36,3,2024-03-13 21:00:00
1415.25,0.04,43.53,25.75,7.21,46.33,57.62,40.02,3,2024-03-13 22:00:00
1388.55,0.04,40.78,25.39,7.51,48.89,60.68,36.48,3,2024-03-13 23:00:00
1335.14,0.06,37.36,23.6,7.21,48.89,60.71,27.11,3,2024-03-14 00:00:00
1361.85,0.29,39.41,17.88,6.74,48.42,60.73,21.79,3,2024-03-14 01:00:00
1842.5,7.93,55.52,3.35,8.46,58.1,72.89,21.79,4,2024-03-14 02:00:00
2429.96,31.74,59.63,9.66,12.28,66.83,82.4,21.79,4,2024-03-14 03:00:00
2403.26,34.42,58.95,27.54,18.36,66.02,79.83,21.03,4,2024-03-14 04:00:00
2723.69,38.89,67.17,41.84,25.03,81.78,96.27,23.05,5,2024-03-14 05:00:00
2696.99,29.95,75.4,73.67,38.15,96.07,109.11,20.77,5,2024-03-14 06:00:00
988.01,5.87,25.7,135.9,42.92,38.65,42.39,5.57,3,2024-03-14 07:00:00
734.33,2.93,15.42,157.36,34.33,32.88,35.28,3.89,4,2024-03-14 08:00:00
727.65,2.4,14.74,170.23,32.9,37.37,39.94,4.37,4,2024-03-14 09:00:00
680.92,1.87,13.02,170.23,23.84,33.89,36.95,5.76,4,2024-03-14 10:00:00
620.84,1.47,12.34,161.65,15.74,25.39,28.97,6.78,4,2024-03-14 11:00:00
607.49,1.16,14.74,144.48,11.92,18.08,22.32,7.28,4,2024-03-14 12:00:00
1548.77,2.4,71.29,65.09,9.3,29.53,37.45,19.76,3,2024-03-14 13:00:00
2376.56,9.5,100.08,3.35,7.87,45.67,58.42,34.45,3,2024-03-14 14:00:00
2483.37,18.78,83.63,0.11,7.45,57.68,74.07,43.06,4,2024-03-14 15:00:00
2510.07,17.43,82.94,0.15,7.57,70.47,89.13,45.6,4,2024-03-14 16:00:00
2483.37,11.18,85.68,0.69,7.75,78.8,99.01,45.09,5,2024-03-14 17:00:00
2376.56,5.31,85.68,3.17,7.39,79.13,99.12,43.06,5,2024-03-14 18:00:00
2056.12,0.59,76.09,16.81,6.38,69.86,86.69,38.5,4,2024-03-14 19:00:00
1695.63,0.01,58.26,36.48,5.6,62.83,77.03,35.46,4,2024-03-14 20:00:00
1415.25,0.0,43.87,51.5,5.19,59.11,71.76,31.16,4,2024-03-14 21:00:00
1188.28,0.0,34.27,60.08,4.77,55.91,67.36,26.85,4,2024-03-14 22:00:00
1054.76,0.0,28.1,66.52,4.77,53.76,64.13,24.83,4,2024-03-14 23:00:00
988.01,0.0,24.33,71.53,5.07,51.48,60.75,23.56,4,2024-03-15 00:00:00
947.95,0.0,22.96,74.39,5.78,48.56,57.0,23.31,3,2024-03-15 01:00:00
1148.22,0.11,34.96,61.51,6.91,50.22,59.48,25.33,4,2024-03-15 02:00:00
1415.25,4.75,46.61,53.64,8.34,50.04,60.08,25.08,4,2024-03-15 03:00:00
1321.79,8.49,37.01,70.1,9.78,43.33,52.5,22.04,3,2024-03-15 04:00:00
1161.58,7.82,29.13,88.69,10.25,41.63,50.66,21.53,3,2024-03-15 05:00:00
988.01,5.09,21.76,118.73,10.85,44.67,53.12,21.03,3,2024-03-15 06:00:00
607.49,1.73,8.65,141.62,8.34,28.38,35.9,11.78,4,2024-03-15 07:00:00
587.46,1.24,7.11,154.5,7.87,34.42,43.28,11.53,4,2024-03-15 08:00:00
607.49,1.12,7.28,164.51,7.99,41.39,51.3,12.16,4,2024-03-15 09:00:00
734.33,1.22,9.94,181.67,9.18,62.1,72.41,16.21,5,2024-03-15 10:00:00
867.84,1.37,14.74,185.97,9.54,74.98,85.99,19.51,5,2024-03-15 11:00:00
961.3,1.36,23.31,164.51,9.42,68.94,81.06,20.01,4,2024-03-15 12:00:00
2029.42,3.38,89.11,62.23,8.94,74.95,90.91,29.89,4,2024-03-15 13:00:00
3124.24,28.16,109.67,0.39,9.42,93.55,115.51,44.58,5,2024-03-15 14:00:00
3471.37,48.73,95.96,0.0,9.78,109.76,138.24,55.73,5,2024-03-15 15:00:00
3791.81,59.01,95.96,0.0,11.44,131.46,165.88,65.86,5,2024-03-15 16:00:00
4058.84,59.9,101.45,0.0,14.42,153.01,192.85,80.05,5,2024-03-15 17:00:00
4112.24,56.77,105.56,0.0,16.45,163.64,206.56,94.23,5,2024-03-15 18:00:00
3845.21,47.39,109.67,0.0,16.45,157.5,198.43,106.39,5,2024-03-15 19:00:00
3471.37,32.63,109.67,0.0,15.5,150.48,188.97,113.49,5,2024-03-15 20:00:00
3097.53,18.78,104.19,0.04,14.54,147.2,183.72,114.5,5,2024-03-15 21:00:00
2563.48,5.31,93.22,2.77,13.35,134.45,167.24,109.43,5,2024-03-15 22:00:00
2029.42,0.19,73.34,15.74,12.99,116.65,145.25,106.39,5,2024-03-15 23:00:00
1735.69,0.02,59.63,26.82,13.35,106.02,132.47,109.43,5,2024-03-16 00:00:00
1695.63,0.06,58.95,25.75,13.95,100.83,127.28,114.5,5,2024-03-16 01:00:00
2189.64,6.93,77.46,5.72,16.93,109.18,138.54,125.65,5,2024-03-16 02:00:00
3204.35,46.94,81.57,8.76,20.98,127.88,161.08,139.83,5,2024-03-16 03:00:00
3898.62,75.1,82.94,17.17,18.84,144.4,179.81,118.55,5,2024-03-16 04:00:00
3845.21,66.16,86.37,30.76,15.26,150.06,184.31,87.14,5,2024-03-16 05:00:00
3097.53,35.76,79.51,64.37,12.16,141.38,171.79,62.32,5,2024-03-16 06:00:00
660.9,2.77,13.19,137.33,14.78,38.5,54.36,14.69,3,2024-03-16 07:00:00
507.35,1.27,7.2,151.63,12.4,33.8,48.42,11.65,4,2024-03-16 08:00:00
534.06,1.13,7.54,163.08,13.35,39.74,54.24,12.29,4,2024-03-16 09:00:00
560.76,0.99,8.05,168.8,12.76,45.2,59.73,13.81,4,2024-03-16 10:00:00
574.11,0.84,9.25,168.8,12.28,47.77,62.53,14.31,4,2024-03-16 11:00:00
