CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3,AQI,Timestamp
4646.3,69.74,111.04,0.0,6.68,184.19,235.39,15.45,5,2025-01-02 23:00:00
4058.84,51.86,100.08,0.0,7.57,172.07,220.68,17.73,5,2025-01-03 00:00:00
3898.62,48.73,94.59,0.0,10.73,174.68,223.96,25.33,5,2025-01-03 01:00:00
4646.3,74.21,91.85,0.0,16.93,203.01,258.55,40.02,5,2025-01-03 02:00:00
6355.29,139.47,95.96,0.06,25.51,249.17,313.73,58.26,5,2025-01-03 03:00:00
8331.3,212.79,102.82,1.52,34.81,300.14,373.38,78.02,5,2025-01-03 04:00:00
9506.23,246.76,115.16,4.83,35.76,334.17,411.42,80.05,5,2025-01-03 05:00:00
9613.04,225.31,146.69,10.64,30.52,341.88,412.9,65.86,5,2025-01-03 06:00:00
3417.97,38.0,97.33,52.21,59.6,171.67,204.01,19.51,5,2025-01-03 07:00:00
3017.43,22.13,95.96,86.55,67.71,189.33,219.63,15.58,5,2025-01-03 08:00:00
2937.32,15.2,95.96,114.44,71.53,208.19,237.43,13.81,5,2025-01-03 09:00:00
3685.0,16.54,134.35,86.55,64.85,238.28,270.67,19.0,5,2025-01-03 10:00:00
5233.76,34.42,200.15,30.04,61.99,287.85,327.87,32.42,5,2025-01-03 11:00:00
6729.13,81.36,227.57,2.68,60.56,314.23,360.17,46.61,5,2025-01-03 12:00:00
8758.54,155.57,244.02,0.01,64.85,334.61,386.67,63.84,5,2025-01-03 13:00:00
10467.53,211.0,260.47,0.0,71.53,364.39,424.13,82.08,5,2025-01-03 14:00:00
11428.83,236.03,268.7,0.0,73.43,395.47,464.41,98.29,5,2025-01-03 15:00:00
12069.7,246.76,274.18,0.0,70.57,427.56,508.73,108.42,5,2025-01-03 16:00:00
11962.89,239.61,263.21,0.0,65.8,433.44,525.91,114.5,5,2025-01-03 17:00:00
10894.78,212.79,233.05,0.0,55.79,396.13,495.13,109.43,5,2025-01-03 18:00:00
9292.6,175.24,200.15,0.0,44.35,333.3,429.46,96.26,5,2025-01-03 19:00:00
7156.37,123.38,163.14,0.0,32.42,260.3,349.88,79.04,5,2025-01-03 20:00:00
4966.74,68.84,124.75,0.0,21.46,186.84,266.13,62.32,5,2025-01-03 21:00:00
3311.16,36.66,89.11,0.0,14.19,133.69,198.02,47.62,5,2025-01-03 22:00:00
2243.04,17.66,65.12,0.06,9.78,100.96,150.22,36.48,5,2025-01-03 23:00:00
1628.88,6.59,50.04,0.83,7.09,80.98,117.78,28.63,5,2025-01-04 00:00:00
1388.55,3.05,42.5,3.44,5.72,68.65,96.48,23.31,4,2025-01-04 01:00:00
1815.8,12.29,50.72,0.86,6.62,73.89,99.8,24.07,4,2025-01-04 02:00:00
2696.99,38.0,65.12,0.22,8.11,87.14,115.55,26.35,5,2025-01-04 03:00:00
3070.83,49.62,72.66,5.72,8.34,88.7,118.98,26.09,5,2025-01-04 04:00:00
2777.1,42.47,65.12,18.06,8.58,84.78,114.94,23.56,5,2025-01-04 05:00:00
2056.12,20.56,51.41,46.49,9.18,81.12,106.51,17.73,5,2025-01-04 06:00:00
1094.82,2.96,18.51,117.3,11.09,88.56,104.57,6.59,5,2025-01-04 07:00:00
1014.71,1.34,11.48,144.48,11.21,108.41,123.84,4.88,5,2025-01-04 08:00:00
1001.36,0.85,9.6,157.36,11.92,120.98,136.75,4.31,5,2025-01-04 09:00:00
1148.22,1.15,18.16,150.2,11.32,130.63,147.22,5.95,5,2025-01-04 10:00:00
1495.36,1.17,38.39,128.75,12.28,149.25,167.58,9.12,5,2025-01-04 11:00:00
2109.53,0.32,72.66,94.41,13.95,171.91,193.03,12.41,5,2025-01-04 12:00:00
3097.53,0.02,119.27,50.07,13.83,202.19,227.26,16.47,5,2025-01-04 13:00:00
3738.4,0.8,143.95,16.99,12.52,224.85,253.41,20.01,5,2025-01-04 14:00:00
3685.0,2.85,134.35,5.9,10.97,231.23,261.59,20.77,5,2025-01-04 15:00:00
3578.19,4.86,123.38,2.55,9.66,224.07,254.49,18.49,5,2025-01-04 16:00:00
3578.19,6.87,120.64,1.12,8.94,213.08,244.49,15.96,5,2025-01-04 17:00:00
3364.56,6.82,115.16,0.93,8.34,190.58,222.4,12.79,5,2025-01-04 18:00:00
3097.53,9.39,104.19,0.37,6.32,165.33,196.88,8.36,5,2025-01-04 19:00:00
2883.91,11.18,90.48,0.14,4.65,148.7,180.92,6.46,5,2025-01-04 20:00:00
2536.77,7.38,77.46,0.55,4.41,133.77,166.44,7.41,5,2025-01-04 21:00:00
2189.64,2.88,67.17,2.3,5.36,123.65,155.09,10.77,5,2025-01-04 22:00:00
2002.72,0.96,58.26,5.28,5.42,119.55,148.98,11.15,5,2025-01-04 23:00:00
1922.61,0.95,53.47,5.81,5.13,118.96,146.88,10.01,5,2025-01-05 00:00:00
1976.01,2.71,52.78,3.35,5.3,118.51,145.35,9.88,5,2025-01-05 01:00:00
2563.48,20.34,56.21,0.18,7.33,132.57,162.55,13.81,5,2025-01-05 02:00:00
3845.21,67.06,63.06,0.04,10.01,161.74,198.2,18.49,5,2025-01-05 03:00:00
5126.95,111.76,73.34,1.11,11.32,189.89,232.47,21.28,5,2025-01-05 04:00:00
5767.82,130.53,80.88,4.25,11.68,204.7,251.09,26.85,5,2025-01-05 05:00:00
5447.39,114.44,89.11,9.92,13.59,192.21,235.13,26.35,5,2025-01-05 06:00:00
1575.47,13.19,48.67,65.8,33.38,68.97,85.7,7.35,4,2025-01-05 07:00:00
1174.93,7.1,36.67,89.41,38.62,66.26,82.37,4.81,4,2025-01-05 08:00:00
1014.71,4.75,31.19,103.0,41.48,68.85,85.84,3.67,4,2025-01-05 09:00:00
1161.58,4.36,40.78,97.27,40.53,76.07,94.28,5.32,5,2025-01-05 10:00:00
1482.01,3.69,60.32,75.1,33.38,80.95,99.39,8.61,5,2025-01-05 11:00:00
1682.28,0.94,75.4,52.21,23.37,76.89,94.26,10.77,5,2025-01-05 12:00:00
2643.59,8.72,115.16,10.1,16.21,90.38,109.95,16.47,5,2025-01-05 13:00:00
3952.03,46.04,126.12,0.0,14.54,125.03,151.12,26.09,5,2025-01-05 14:00:00
4859.92,73.31,123.38,0.0,16.93,163.34,196.73,36.98,5,2025-01-05 15:00:00
5661.01,94.77,127.49,0.0,23.6,205.49,246.02,52.69,5,2025-01-05 16:00:00
6515.5,112.65,138.46,0.0,28.37,243.6,289.02,62.32,5,2025-01-05 17:00:00
7156.37,123.38,149.43,0.0,28.85,267.52,314.1,60.8,5,2025-01-05 18:00:00
7049.56,119.81,154.91,0.0,22.41,264.7,308.71,42.56,5,2025-01-05 19:00:00
6515.5,101.03,152.17,0.0,15.14,249.49,289.49,22.29,5,2025-01-05 20:00:00
5661.01,72.42,143.95,0.0,10.61,228.2,263.96,11.4,5,2025-01-05 21:00:00
4325.87,38.0,127.49,0.0,7.75,194.33,224.73,6.78,5,2025-01-05 22:00:00
3417.97,18.33,108.3,0.02,5.72,172.0,200.16,5.57,5,2025-01-05 23:00:00
2964.02,12.07,91.85,0.1,4.89,161.05,188.63,5.57,5,2025-01-06 00:00:00
2777.1,13.3,78.14,0.15,5.13,154.86,183.67,6.71,5,2025-01-06 01:00:00
3284.45,36.66,71.29,0.01,7.21,168.21,202.54,9.63,5,2025-01-06 02:00:00
4753.11,92.09,75.4,0.06,9.42,196.69,238.21,11.78,5,2025-01-06 03:00:00
6301.88,146.63,86.37,1.65,10.85,221.16,267.89,13.17,5,2025-01-06 04:00:00
6835.94,162.72,94.59,6.08,11.8,226.22,274.95,19.0,5,2025-01-06 05:00:00
6248.47,134.11,106.93,14.66,14.07,206.91,252.15,23.56,5,2025-01-06 06:00:00
1094.82,7.38,32.56,98.71,35.29,44.14,53.18,3.67,3,2025-01-06 07:00:00
707.63,3.16,17.31,117.3,26.23,30.77,37.27,2.53,3,2025-01-06 08:00:00
667.57,2.35,15.08,124.45,22.41,29.4,35.7,2.72,3,2025-01-06 09:00:00
801.09,2.21,19.71,127.32,18.12,38.65,46.93,4.43,3,2025-01-06 10:00:00
1054.76,1.76,29.82,123.02,14.19,55.83,67.63,6.84,4,2025-01-06 11:00:00
1241.68,0.45,41.13,113.01,12.52,66.18,80.29,8.04,4,2025-01-06 12:00:00
1655.58,0.0,64.43,82.97,11.21,78.05,94.77,10.64,5,2025-01-06 13:00:00
2082.82,0.0,87.05,54.36,10.37,93.26,113.43,14.06,5,2025-01-06 14:00:00
2216.34,0.01,89.11,45.06,10.01,102.08,124.92,15.58,5,2025-01-06 15:00:00
2216.34,0.01,82.25,45.42,9.54,103.1,126.5,15.58,5,2025-01-06 16:00:00
2029.42,0.0,69.23,52.21,8.94,95.59,118.23,14.69,5,2025-01-06 17:00:00
1735.69,0.0,56.21,60.8,7.87,82.76,102.72,12.79,5,2025-01-06 18:00:00
1401.9,0.0,42.5,70.81,6.62,67.62,83.35,9.88,4,2025-01-06 19:00:00
1108.17,0.0,28.45,82.97,5.84,56.05,68.32,8.04,4,2025-01-06 20:00:00
867.84,0.0,17.31,95.84,5.48,45.49,54.99,6.65,3,2025-01-06 21:00:00
720.98,0.0,11.31,103.0,5.19,38.31,46.13,5.76,3,2025-01-06 22:00:00
714.3,0.0,10.02,103.0,4.95,38.43,46.04,5.95,3,2025-01-06 23:00:00
761.03,0.0,10.8,98.71,5.01,42.64,50.72,6.52,3,2025-01-07 00:00:00
881.2,0.0,14.57,90.84,5.3,50.1,59.61,7.79,4,2025-01-07 01:00:00
1308.44,0.0,33.59,63.66,6.32,67.09,81.08,12.03,4,2025-01-07 02:00:00
2029.42,2.26,69.23,20.56,7.63,88.1,107.81,16.72,5,2025-01-07 03:00:00
2696.99,25.03,74.03,13.95,9.3,101.27,125.79,20.52,5,2025-01-07 04:00:00
2803.8,35.76,67.17,25.75,10.25,102.51,129.03,21.79,5,2025-01-07 05:00:00
2376.56,26.15,59.63,46.49,10.85,91.2,115.39,19.25,5,2025-01-07 06:00:00
1201.63,6.71,30.16,103.0,13.71,51.55,64.21,9.75,4,2025-01-07 07:00:00
1028.06,4.02,21.93,125.89,13.23,52.25,63.56,7.98,4,2025-01-07 08:00:00
988.01,2.99,20.05,140.19,12.76,55.75,66.79,7.47,4,2025-01-07 09:00:00
1054.76,2.63,22.96,145.91,10.85,63.54,75.84,8.11,4,2025-01-07 10:00:00
1268.39,2.21,31.87,143.05,10.49,78.26,93.09,9.63,5,2025-01-07 11:00:00
1495.36,0.78,44.55,130.18,10.73,88.68,104.88,10.64,5,2025-01-07 12:00:00
2216.34,0.0,83.63,84.4,11.09,113.86,134.08,14.69,5,2025-01-07 13:00:00
3017.43,0.04,124.75,41.48,11.56,153.22,179.51,20.27,5,2025-01-07 14:00:00
3417.97,0.22,139.83,25.39,11.8,185.57,216.9,24.07,5,2025-01-07 15:00:00
3845.21,2.01,150.8,11.0,11.68,216.57,253.05,28.12,5,2025-01-07 16:00:00
4272.46,9.5,153.54,1.22,11.32,245.27,287.39,31.41,5,2025-01-07 17:00:00
4325.87,15.87,145.32,0.25,10.01,252.61,296.74,30.65,5,2025-01-07 18:00:00
3952.03,12.63,135.72,0.45,7.87,231.45,271.74,25.59,5,2025-01-07 19:00:00
3391.27,5.36,122.01,1.81,6.62,207.14,242.74,22.55,5,2025-01-07 20:00:00
2990.72,1.4,106.93,5.05,6.08,189.43,222.62,21.53,5,2025-01-07 21:00:00
2616.88,0.35,87.74,10.1,5.54,168.32,199.03,21.03,5,2025-01-07 22:00:00
2269.74,0.12,69.92,15.2,5.07,149.46,177.48,20.27,5,2025-01-07 23:00:00
2082.82,0.14,60.32,16.63,4.77,138.08,164.43,20.01,5,2025-01-08 00:00:00
2082.82,0.72,60.32,11.44,4.95,132.2,157.98,20.27,5,2025-01-08 01:00:00
2590.18,12.18,69.92,1.18,6.97,141.73,169.88,24.32,5,2025-01-08 02:00:00
3311.16,38.0,80.88,0.41,9.06,152.52,183.33,26.85,5,2025-01-08 03:00:00
3097.53,34.87,84.31,12.16,10.25,132.45,159.31,24.07,5,2025-01-08 04:00:00
2857.21,32.63,77.46,32.19,11.21,124.26,150.66,23.31,5,2025-01-08 05:00:00
2403.26,21.9,67.17,60.8,11.92,116.57,141.21,21.28,5,2025-01-08 06:00:00
1228.33,4.53,27.08,133.04,14.9,81.26,95.71,12.16,5,2025-01-08 07:00:00
1148.22,2.51,18.85,160.22,15.14,88.01,102.4,11.27,5,2025-01-08 08:00:00
1134.87,1.93,16.79,171.66,14.42,86.26,100.07,10.77,5,2025-01-08 09:00:00
1268.39,2.12,22.96,168.8,12.04,93.47,108.09,11.27,5,2025-01-08 10:00:00
1655.58,2.21,38.73,160.22,11.68,123.44,141.37,13.55,5,2025-01-08 11:00:00
2136.23,0.83,61.01,141.62,12.28,151.69,172.88,15.33,5,2025-01-08 12:00:00
3391.27,0.19,130.24,61.51,13.83,197.74,224.82,21.28,5,2025-01-08 13:00:00
4699.71,12.52,178.22,2.77,15.26,256.2,292.06,28.63,5,2025-01-08 14:00:00
5287.17,28.16,172.73,0.04,15.26,299.16,342.77,33.44,5,2025-01-08 15:00:00
5661.01,33.53,171.36,0.01,15.26,328.65,378.08,36.48,5,2025-01-08 16:00:00
5874.63,33.97,174.11,0.01,15.26,341.72,395.98,38.5,5,2025-01-08 17:00:00
5928.04,36.66,175.48,0.0,14.9,336.81,393.05,38.5,5,2025-01-08 18:00:00
5607.6,31.74,174.11,0.01,14.78,310.87,363.73,36.98,5,2025-01-08 19:00:00
5233.76,21.68,172.73,0.05,17.17,291.57,341.76,41.54,5,2025-01-08 20:00:00
5020.14,12.74,174.11,0.18,20.03,289.48,339.87,49.14,5,2025-01-08 21:00:00
4859.92,6.54,174.11,0.69,22.89,291.01,342.13,56.24,5,2025-01-08 22:00:00
4753.11,4.3,168.62,0.84,25.03,292.9,344.14,61.81,5,2025-01-08 23:00:00
4699.71,6.26,160.4,0.27,26.7,291.18,342.38,65.86,5,2025-01-09 00:00:00
4646.3,12.52,148.06,0.09,26.46,281.12,331.6,62.82,5,2025-01-09 01:00:00
5180.36,41.13,135.72,0.0,26.7,287.93,339.1,61.3,5,2025-01-09 02:00:00
6675.72,103.71,137.09,0.15,27.18,310.77,364.59,60.8,5,2025-01-09 03:00:00
8224.49,169.87,139.83,3.31,25.99,334.21,392.6,57.76,5,2025-01-09 04:00:00
8972.17,187.75,150.8,9.75,25.51,345.23,404.09,52.69,5,2025-01-09 05:00:00
8117.68,143.05,169.99,22.17,24.32,325.24,378.6,43.06,5,2025-01-09 06:00:00
2269.74,11.06,62.38,121.59,26.7,145.62,168.45,16.97,5,2025-01-09 07:00:00
1655.58,4.3,33.59,161.65,25.51,140.43,161.45,15.2,5,2025-01-09 08:00:00
1522.06,2.68,26.73,183.11,25.27,140.69,160.6,14.57,5,2025-01-09 09:00:00
1922.61,3.8,45.93,170.23,20.74,165.42,187.54,17.23,5,2025-01-09 10:00:00
2616.88,4.58,78.83,135.9,16.45,208.59,235.02,21.28,5,2025-01-09 11:00:00
3284.45,2.1,119.27,84.4,15.26,238.25,268.24,24.32,5,2025-01-09 12:00:00
4486.08,7.93,178.22,15.56,15.74,276.08,311.94,30.4,5,2025-01-09 13:00:00
5821.23,42.47,189.19,0.01,16.45,326.42,371.37,38.0,5,2025-01-09 14:00:00
6622.31,63.48,189.19,0.0,16.69,376.28,431.7,45.09,5,2025-01-09 15:00:00
7263.18,77.78,197.41,0.0,17.17,416.79,481.29,50.16,5,2025-01-09 16:00:00
7583.62,80.47,208.38,0.0,16.69,433.78,504.36,51.17,5,2025-01-09 17:00:00
7263.18,72.42,208.38,0.0,14.66,417.51,490.33,46.61,5,2025-01-09 18:00:00
6408.69,54.09,200.15,0.0,11.8,375.6,442.4,37.49,5,2025-01-09 19:00:00
5447.39,33.53,183.7,0.0,11.21,337.97,398.45,33.44,5,2025-01-09 20:00:00
4699.71,17.21,167.25,0.06,11.56,310.75,366.4,33.94,5,2025-01-09 21:00:00
4005.43,6.65,141.2,0.73,11.32,279.68,330.47,33.44,5,2025-01-09 22:00:00
3391.27,1.87,111.04,3.22,9.3,252.36,297.83,28.88,5,2025-01-09 23:00:00
2990.72,0.99,87.74,6.17,7.33,230.13,270.81,24.07,5,2025-01-10 00:00:00
2777.1,2.1,74.71,5.41,6.56,212.24,248.59,21.79,5,2025-01-10 01:00:00
3257.75,20.12,76.09,0.39,8.7,213.74,251.35,26.6,5,2025-01-10 02:00:00
4539.49,67.95,86.37,0.16,11.8,231.65,273.84,33.44,5,2025-01-10 03:00:00
6034.85,126.96,98.71,3.26,15.14,256.92,305.19,39.01,5,2025-01-10 04:00:00
6568.91,143.05,111.04,9.92,17.64,260.12,310.3,39.52,5,2025-01-10 05:00:00
5714.42,107.29,122.01,22.53,18.36,233.78,279.81,34.45,5,2025-01-10 06:00:00
1895.9,12.18,55.52,103.0,20.74,114.62,134.07,18.49,5,2025-01-10 07:00:00
1535.42,6.31,38.39,134.47,22.89,112.45,130.12,16.97,5,2025-01-10 08:00:00
1535.42,4.69,35.3,153.06,24.8,116.81,134.18,16.97,5,2025-01-10 09:00:00
2269.74,8.61,69.23,121.59,22.65,138.15,158.91,20.27,5,2025-01-10 10:00:00
3471.37,16.32,124.75,60.8,20.03,174.93,201.62,25.33,5,2025-01-10 11:00:00
4806.52,39.79,167.25,8.58,19.31,204.49,236.3,29.39,5,2025-01-10 12:00:00
6835.94,101.03,186.44,0.03,21.93,244.78,284.07,38.0,5,2025-01-10 13:00:00
8972.17,160.93,208.38,0.0,28.37,299.07,349.42,53.7,5,2025-01-10 14:00:00
11001.59,205.64,238.54,0.0,37.67,367.28,432.91,73.97,5,2025-01-10 15:00:00
12603.76,218.15,279.66,0.0,42.92,443.61,527.79,87.14,5,2025-01-10 16:00:00
12176.51,180.6,287.89,0.0,34.33,486.6,584.68,76.0,5,2025-01-10 17:00:00
9506.23,111.76,238.54,0.0,21.46,460.48,556.81,54.72,5,2025-01-10 18:00:00
6248.47,44.7,172.73,0.0,12.52,394.62,472.04,34.96,5,2025-01-10 19:00:00
4325.87,8.49,127.49,2.46,7.87,354.0,416.4,24.07,5,2025-01-10 20:00:00
3391.27,0.13,82.94,21.82,5.6,335.06,389.2,17.99,5,2025-01-10 21:00:00
2964.02,0.0,54.84,40.41,4.89,326.7,375.25,14.95,5,2025-01-10 22:00:00
2750.4,0.0,42.5,48.64,4.77,318.28,363.57,13.93,5,2025-01-10 23:00:00
2643.59,0.0,38.04,50.78,4.83,308.88,351.73,13.93,5,2025-01-11 00:00:00
2670.29,0.0,43.18,47.21,5.3,297.9,339.64,15.58,5,2025-01-11 01:00:00
3257.75,0.69,76.77,21.82,7.45,308.38,353.26,21.28,5,2025-01-11 02:00:00
4539.49,23.69,116.53,1.01,10.01,333.32,383.32,24.32,5,2025-01-11 03:00:00
5340.58,47.39,128.87,4.29,11.09,342.57,395.31,24.07,5,2025-01-11 04:00:00
5020.14,42.47,122.01,19.13,10.97,327.39,378.79,24.83,5,2025-01-11 05:00:00
4005.43,21.23,101.45,62.94,12.28,310.28,354.64,21.28,5,2025-01-11 06:00:00
2269.74,3.69,40.78,160.22,22.41,280.17,307.19,10.39,5,2025-01-11 07:00:00
1895.9,2.29,28.45,177.38,24.32,259.59,282.82,9.5,5,2025-01-11 08:00:00
1668.93,1.48,21.42,181.67,22.65,237.18,257.56,9.12,5,2025-01-11 09:00:00
1708.98,1.42,29.47,165.94,18.6,226.85,246.35,10.39,5,2025-01-11 10:00:00
2082.82,1.3,48.67,133.04,13.71,233.17,254.13,13.05,5,2025-01-11 11:00:00
2429.96,0.43,69.92,92.98,10.97,232.11,253.77,14.82,5,2025-01-11 12:00:00
3391.27,1.51,120.64,30.76,10.85,245.99,271.31,19.76,5,2025-01-11 13:00:00
4592.9,23.02,145.32,0.26,12.04,277.84,310.32,27.36,5,2025-01-11 14:00:00
5287.17,47.39,137.09,0.0,12.87,312.38,352.67,33.94,5,2025-01-11 15:00:00
5554.2,57.22,130.24,0.0,13.23,338.19,385.58,39.01,5,2025-01-11 16:00:00
5607.6,58.11,124.75,0.0,12.87,357.7,411.31,42.56,5,2025-01-11 17:00:00
5500.79,56.77,117.9,0.0,11.56,364.84,421.83,42.05,5,2025-01-11 18:00:00
4913.33,46.04,104.19,0.0,8.46,344.28,398.07,31.16,5,2025-01-11 19:00:00
4165.65,28.61,91.85,0.0,6.02,319.68,369.28,18.24,5,2025-01-11 20:00:00
3471.37,12.85,81.57,0.16,4.65,302.16,347.92,10.26,5,2025-01-11 21:00:00
3017.43,2.82,71.97,3.35,3.99,291.62,333.54,6.84,5,2025-01-11 22:00:00
2696.99,0.15,60.32,16.81,4.05,287.79,325.92,5.89,5,2025-01-11 23:00:00
2456.67,0.01,50.04,34.69,4.53,281.84,315.14,5.32,5,2025-01-12 00:00:00
2403.26,0.01,47.3,38.98,4.83,280.18,310.72,5.57,5,2025-01-12 01:00:00
2964.02,2.93,70.6,11.09,6.02,289.29,321.57,8.11,5,2025-01-12 02:00:00
4272.46,41.57,85.68,0.18,8.11,306.99,343.95,11.27,5,2025-01-12 03:00:00
5607.6,82.25,100.08,3.04,9.42,317.06,357.89,14.95,5,2025-01-12 04:00:00
6195.07,92.98,111.04,11.44,10.61,320.05,361.67,22.55,5,2025-01-12 05:00:00
6355.29,84.04,130.24,25.03,12.28,332.54,371.4,23.81,5,2025-01-12 06:00:00
947.95,4.75,26.05,108.72,30.28,59.89,65.97,3.01,4,2025-01-12 07:00:00
627.52,2.32,14.39,120.16,20.98,42.0,46.41,2.34,3,2025-01-12 08:00:00
594.14,1.72,12.85,124.45,19.31,40.69,45.02,2.5,3,2025-01-12 09:00:00
720.98,1.87,18.16,120.16,16.69,47.42,53.06,3.83,3,2025-01-12 10:00:00
934.6,1.65,26.73,111.58,12.64,58.48,65.97,5.51,4,2025-01-12 11:00:00
1295.09,0.47,38.39,108.72,10.97,86.44,96.46,6.52,5,2025-01-12 12:00:00
2189.64,0.01,72.66,81.54,10.73,142.28,157.71,10.39,5,2025-01-12 13:00:00
3097.53,0.0,104.19,52.93,10.73,214.18,236.42,14.82,5,2025-01-12 14:00:00
3631.59,0.01,113.79,44.35,10.25,280.32,308.67,17.73,5,2025-01-12 15:00:00
3898.62,0.01,115.16,40.77,9.66,325.47,357.95,19.25,5,2025-01-12 16:00:00
4005.43,0.01,111.04,38.98,9.06,345.96,380.74,19.25,5,2025-01-12 17:00:00
3791.81,0.01,104.19,37.19,7.99,341.6,376.9,17.73,5,2025-01-12 18:00:00
3524.78,0.02,97.33,33.26,6.2,320.33,353.36,15.2,5,2025-01-12 19:00:00
3364.56,0.04,93.22,25.39,5.19,297.76,329.02,14.95,5,2025-01-12 20:00:00
3097.53,0.05,82.25,21.99,4.77,271.1,301.11,15.58,5,2025-01-12 21:00:00
2696.99,0.03,66.49,23.6,4.35,237.56,265.66,15.45,5,2025-01-12 22:00:00
2349.85,0.02,53.47,27.18,4.23,211.1,237.45,15.07,5,2025-01-12 23:00:00
2189.64,0.03,48.67,27.18,4.47,198.17,223.61,14.57,5,2025-01-13 00:00:00
2243.04,0.22,53.47,20.56,5.13,195.12,221.06,14.95,5,2025-01-13 01:00:00
